ID,eta,pt,p,phi,motherPDG,nClusters,trackType,pDca,chi2,chi2MatchMCHMID,chi2MatchMCHMFT,isPrompt
648130,-3.69882,0.131467,2.65725,-2.30722,321,11,3,24.8161,0.273438,2.15625,-1,1
648130,5.94354,0.261926,49.9342,-6.63068,321,11,0,24.8161,4.096e+06,2.15625,10.125,1
655487,-2.85539,0.247732,2.16007,0.374152,211,10,3,76.9445,0.177734,1.85156,-1,0
655487,-3.22339,0.399142,5.0198,-0.0748425,211,10,0,76.9445,1584,1.85156,16.5,0
696510,-2.85096,0.387879,3.36721,-0.287011,321,12,3,118.189,0.0981445,1.78125,-1,1
696510,-3.34279,0.655727,9.28948,-0.551792,321,12,0,118.189,58.5,1.78125,10.25,1
705540,-3.08192,1.92753,21.0545,2.92122,211,10,3,19.4498,0.0639648,1.20312,-1,0
705540,-3.10933,2.10767,23.6593,2.92547,211,10,0,19.4498,17,1.20312,3.82812,0
725969,-3.42688,1.90822,29.3991,-0.328652,411,12,3,35.8533,0.131836,0.570312,-1,1
725969,-3.43683,2.03984,31.7404,-0.341127,411,12,0,35.8533,7.5,0.570312,2.14062,1
735057,-3.34465,0.346561,4.91873,2.29836,211,11,2,67.1758,36,-1,10.0625,1
735057,-3.06481,0.203558,2.18592,-3.04478,211,11,4,67.1758,0.255859,-1,-1,1
799042,-3.05242,0.308689,3.27421,0.758358,321,10,2,11.7467,154,-1,9.75,1
799042,-2.72934,0.15279,1.17558,1.27116,321,10,4,11.7467,0.414062,-1,-1,1
800569,-3.22688,0.721699,9.10802,-0.580975,211,10,3,29.49,0.0727539,0.371094,-1,1
800569,-3.35808,0.805744,11.5901,-0.515979,211,10,0,29.49,7.84375,0.371094,11.875,1
860576,-2.98369,0.541763,5.36648,2.47465,211,9,3,43.6459,0.0673828,0.960938,-1,1
860576,-2.66481,1.10958,8.00829,2.53271,211,9,0,43.6459,153,0.960938,8.6875,1
878529,-3.36959,0.603196,8.77683,1.24484,321,11,2,48.009,14.375,-1,13.5,1
878529,-3.15553,0.539729,6.344,1.51031,321,11,4,48.009,0.427734,-1,-1,1
969678,-3.64587,0.108983,2.08932,2.69764,211,10,3,28.8864,0.133789,0.875,-1,1
969678,-3.6137,0.237559,4.41029,1.88838,211,10,0,28.8864,39.75,0.875,2.10938,1
984413,-3.47188,0.542158,8.73637,1.78283,321,9,2,90.3341,14.25,-1,8.9375,1
984413,-3.0413,0.483989,5.07712,1.59963,321,9,4,90.3341,0.265625,-1,-1,1
1019554,-3.03877,0.320025,3.34864,-0.41367,321,12,3,52.3369,0.574219,2.21875,-1,1
1019554,-3.08424,0.512032,5.60591,0.220917,321,12,0,52.3369,32.5,2.21875,12.625,1
1030887,-3.73026,1.05731,22.0523,-0.707384,443,10,3,43.7059,0.0532227,0.609375,-1,1
1030887,-3.18817,2.44155,29.6467,-0.690413,443,10,0,43.7059,34560,0.609375,536,1
1147943,-2.88806,0.408538,3.67974,0.997658,211,10,2,32.4974,1.08134e+06,-1,5.625,0
1147943,-2.96674,0.144521,1.40762,1.31396,211,10,4,32.4974,0.474609,-1,-1,0
1176337,-3.26346,0.323718,4.23715,-0.991933,211,9,2,31.1347,144,-1,10.125,0
1176337,-2.81217,0.200568,1.67535,-0.943123,211,9,4,31.1347,0.302734,-1,-1,0
1184789,-3.34527,0.387292,5.50023,2.19385,321,11,2,68.3193,1648,-1,9.125,1
1184789,-3.02835,0.162321,1.68096,2.28716,321,11,4,68.3193,0.236328,-1,-1,1
1218219,-3.30866,0.332657,4.55492,-1.17155,321,12,3,56.3792,0.251953,3.09375,-1,1
1218219,-2.97956,0.763609,7.53302,-1.08588,321,12,0,56.3792,146,3.09375,4.9375,1
1294848,-2.58771,1.02247,6.83749,-2.4759,321,8,3,27.4343,0.427734,1.96094,-1,1
1294848,-2.56719,1.42111,9.31247,-2.32417,321,8,0,27.4343,17.875,1.96094,0.964844,1
1379093,-3.36969,0.630445,9.17421,-0.819003,211,10,3,56.3524,0.308594,1.71875,-1,0
1379093,-3.48231,0.716961,11.6741,-0.946872,211,10,0,56.3524,6.6875,1.71875,6.0625,0
1383788,-2.8307,0.935801,7.96197,1.39936,211,11,2,36.1946,12.3125,-1,12.3125,1
1383788,-2.81162,0.663911,5.54263,1.62098,211,11,4,36.1946,0.129883,-1,-1,1
1470357,-3.25787,0.471292,6.13446,-1.92357,211,12,3,119.481,0.160156,1.375,-1,1
1470357,-3.64046,0.656884,12.5253,-1.84599,211,12,0,119.481,46,1.375,10.3125,1
1506120,-3.46057,0.155872,2.48355,-0.53226,211,9,3,10.9689,0.208008,1.08594,-1,1
1506120,-3.27163,0.357792,4.72146,-0.425785,211,9,0,10.9689,11.4375,1.08594,1.03125,1
1544235,-3.05078,0.37125,3.93137,0.642145,211,12,2,36.3994,7.90625,-1,3.96875,1
1544235,-2.83389,0.209193,1.78549,0.491067,211,12,4,36.3994,0.1875,-1,-1,1
1584277,-2.88622,0.563721,5.06819,0.754213,211,9,2,110.145,604,-1,68.5,1
1584277,-1.93116,0.356112,1.25396,0.856999,211,9,4,110.145,0.859375,-1,-1,1
1633436,-3.21352,0.279419,3.47969,2.25749,211,10,3,39.8499,0.164062,0.875,-1,1
1633436,-3.30395,0.434174,5.91707,2.28204,211,10,0,39.8499,55.75,0.875,11.4375,1
1657090,5.39252,0.280567,30.8289,0.208277,211,12,2,22.0467,4.1943e+06,-1,36.75,1
1657090,-3.64061,0.136515,2.60344,2.43046,211,12,4,22.0467,0.498047,-1,-1,1
21206,-3.5115,0.443338,7.43221,-1.24217,211,10,3,77.2571,0.149414,0.335938,-1,0
21206,-3.378,1.02882,15.096,-1.14451,211,10,0,77.2571,52992,0.335938,41.25,0
79901,-3.41316,0.550279,8.3626,-0.775779,211,10,3,102.913,0.0786133,0.851562,-1,0
79901,-3.57641,0.604174,10.8065,-1.23376,211,10,0,102.913,17.125,0.851562,8.875,0
104779,-3.43218,0.42428,6.57129,1.84123,211,11,2,60.6652,95,-1,5.375,1
104779,-2.98342,0.394301,3.90474,1.62308,211,11,4,60.6652,0.166992,-1,-1,1
171556,-2.80481,0.990688,8.21499,1.29582,211,10,2,48.4192,366,-1,17.375,1
171556,-3.2853,0.433118,5.79394,1.17428,211,10,4,48.4192,0.231445,-1,-1,1
265596,-3.92319,0.996594,25.2046,-1.33826,411,10,3,75.0503,0.0629883,1.28906,-1,1
265596,-3.6447,1.45765,27.9121,-1.21233,411,10,0,75.0503,205,1.28906,39.5,1
270004,-3.13856,1.86883,21.5981,2.56693,211,10,3,5.68764,0.132812,0.235352,-1,1
270004,-3.1363,2.10686,24.2942,2.53462,211,10,0,5.68764,74.5,0.235352,5.3125,1
348348,-2.70269,1.50298,11.2625,2.18059,411,11,3,30.5162,0.078125,0.714844,-1,1
348348,-2.6665,1.91245,13.8262,2.15577,411,11,0,30.5162,6.875,0.714844,1.77344,1
487825,-3.31683,0.395024,5.45314,1.63923,211,10,3,73.6783,0.143555,3.04688,-1,1
487825,-2.90676,0.744998,6.8361,2.25462,211,10,0,73.6783,1.76947e+06,3.04688,130,1
508278,-3.19448,0.541512,6.61687,2.55269,211,11,3,134.26,0.0581055,1.58594,-1,0
508278,-3.47574,0.571907,9.25141,2.47263,211,11,0,134.26,482,1.58594,73.5,0
514696,-3.25822,1.03474,13.4732,-2.43957,321,9,2,142.858,4768,-1,91,1
514696,-3.36896,0.595219,8.65526,-1.6459,321,9,4,142.858,1.11719,-1,-1,1
582306,-3.574,0.545551,9.73451,0.2701,411,9,3,179.269,0.0439453,0.734375,-1,1
582306,-3.37458,1.2686,18.5509,-0.257531,411,9,0,179.269,14464,0.734375,138,1
616363,-3.27785,0.351196,4.66325,0.466815,211,11,2,15.3625,4.8125,-1,0.474609,0
616363,-3.14765,0.208575,2.43243,0.408646,211,11,4,15.3625,0.300781,-1,-1,0
662483,-3.27163,0.494865,6.5303,2.60589,211,10,3,121.416,0.0766602,0.835938,-1,1
662483,-3.50049,0.806141,13.3666,2.65854,211,10,0,121.416,952,0.835938,37.75,1
763810,-2.0801,0.476556,1.93725,-0.704896,211,10,3,124.423,0.25,2.46875,-1,1
763810,-3.00854,0.58931,5.98363,-0.480196,211,10,0,124.423,1024,2.46875,53.25,1
833736,-3.41056,0.408416,6.19059,2.54058,211,11,2,46.3782,4416,-1,6.59375,1
833736,-3.39012,0.13835,2.05472,2.54364,211,11,4,46.3782,0.285156,-1,-1,1
876732,-2.54352,0.350955,2.24663,0.672737,211,10,3,149.201,0.237305,3.28125,-1,1
876732,-3.27734,0.567706,7.53426,0.790195,211,10,0,149.201,34,3.28125,20.875,1
1089433,-3.61494,0.364218,6.7701,2.85327,321,9,3,42.2264,0.0688477,0.359375,-1,1
1089433,-2.96603,0.880009,8.56525,2.63442,321,9,0,42.2264,4640,0.359375,54.75,1
1160880,-3.26324,0.490833,6.42309,2.05792,211,10,2,70.1984,120.5,-1,29.5,1
1160880,-3.09791,0.374098,4.15187,1.48135,211,10,4,70.1984,0.503906,-1,-1,1
1165171,-2.86315,0.385942,3.3912,-0.635215,321,11,3,79.2223,0.147461,1.46875,-1,1
1165171,-3.45884,0.341675,5.43459,-1.05722,321,11,0,79.2223,1944,1.46875,172,1
1196145,-3.38813,0.310068,4.59587,-0.37675,211,11,2,45.0674,8.125,-1,2.95312,1
1196145,-3.06087,0.222439,2.37932,0.0273377,211,11,4,45.0674,0.273438,-1,-1,1
1204651,-3.8,0.34122,7.63026,2.82856,211,10,3,85.7861,0.433594,0.205078,-1,1
1204651,-3.5085,0.663589,11.0913,2.23717,211,10,0,85.7861,3184,0.205078,29.75,1
1210095,-3.36596,0.416938,6.04474,-0.0696049,411,11,3,52.3167,0.118652,1.24219,-1,1
1210095,-3.18841,0.697785,8.47495,-0.240944,411,11,0,52.3167,13.25,1.24219,4.15625,1
1224577,-3.796,0.128684,2.86611,-2.44688,321,12,3,31.2585,0.129883,3.57812,-1,1
1224577,-2.97579,0.51467,5.05822,-2.39857,321,12,0,31.2585,235,3.57812,2.26562,1
1246910,-3.69367,4.66681,93.8421,1.54939,411,10,2,122.166,3008,-1,644,1
1246910,-4.00279,1.61498,44.2255,2.05627,411,10,4,122.166,0.480469,-1,-1,1
1252738,-2.61555,0.317372,2.18158,2.64024,211,10,3,18.1714,0.427734,5.40625,-1,1
1252738,-2.65748,0.612349,4.38762,2.74714,211,10,0,18.1714,150,5.40625,18.375,1
19845,-2.70744,0.331418,2.49516,-1.43728,211,11,3,30.6374,0.341797,0.898438,-1,1
19845,-2.95468,0.495344,4.76713,-1.02809,211,11,0,30.6372,96,0.898438,16.25,1
45269,-3.32849,2.53074,35.3444,1.51001,211,10,2,66.972,46080,-1,138,1
45269,-3.82158,0.891986,20.381,0.887426,211,10,4,66.972,0.0732422,-1,-1,1
141708,-3.6263,0.212184,3.98908,2.68705,321,10,3,25.159,0.123047,0.867188,-1,1
141708,-3.1651,0.524926,6.22912,2.98175,321,10,0,25.159,7040,0.867188,13.6875,1
144538,-3.15281,0.358293,4.19997,-0.986302,211,10,3,57.5007,0.0800781,0.917969,-1,0
144538,-3.17197,0.583642,6.97346,-0.857705,211,10,0,57.5007,1520,0.917969,58.5,0
227752,-2.87065,0.217965,1.92955,2.33331,211,10,3,102.212,0.143555,4.96875,-1,1
227752,2.90497,0.0924438,0.84676,-0.627172,211,10,0,102.212,5.14458e+06,4.96875,37.25,1
292432,-2.88508,0.360754,3.23972,-1.04682,211,11,2,143.241,50,-1,82,1
292432,-2.03618,0.298738,1.16386,-1.99697,211,11,4,143.241,0.200195,-1,-1,1
437860,-3.70779,0.331687,6.76447,-0.0719509,211,10,3,149.489,0.125977,0.519531,-1,0
437860,-3.70935,0.490833,10.0257,1.21827,211,10,0,149.489,392,0.519531,26.125,0
480879,-2.98954,0.276963,2.75949,-0.941058,411,10,3,31.2739,0.53125,1.83594,-1,1
480879,-3.12878,0.438169,5.01479,-0.940141,411,10,0,31.2739,13.0625,1.83594,3.84375,1
508347,-3.79058,0.157019,3.47836,-3.09014,321,11,3,56.3178,0.161133,0.429688,-1,1
508347,-3.14013,0.650365,7.52799,2.98303,321,11,0,56.3178,177152,0.429688,6.8125,1
700497,-3.2728,0.469187,6.19866,1.90003,211,10,3,83.9465,0.146484,0.285156,-1,1
700497,-3.41589,0.563101,8.5808,1.42516,211,10,0,83.9465,50.75,0.285156,34.75,1
712077,-2.986,0.360183,3.57605,1.97082,211,9,2,17.6837,12,-1,3.5625,1
712077,-2.82423,0.168007,1.42027,2.03719,211,9,4,17.6837,0.279297,-1,-1,1
718628,-2.67687,0.356577,2.60448,-0.133992,211,11,3,130.712,0.347656,0.15918,-1,0
718628,-3.46264,0.510628,8.15276,0.312346,211,11,0,130.712,80.5,0.15918,14.4375,0
744050,-2.71899,0.695711,5.29819,-2.84926,211,12,3,160.453,0.310547,0.527344,-1,1
744050,-2.83042,1.01436,8.62793,-2.95649,211,12,0,160.453,161,0.527344,38.75,1
747381,-3.04676,0.197741,2.08563,2.7448,211,10,3,25.4072,0.25,1.30469,-1,1
747381,-2.534,3.05871,19.397,2.5593,211,10,0,25.4072,3.08019e+06,1.30469,40.5,1
879889,-4.09125,0.452847,13.5472,3.05206,211,11,3,87.976,1.72656,0.275391,-1,1
879889,9.1785,0.0637927,308.967,-1.2657,211,11,0,87.976,4.1943e+06,0.275391,320,1
928610,-2.85312,0.575807,5.00937,2.5231,321,11,3,16.2219,0.136719,1.71875,-1,1
928610,-3.01823,0.786482,8.06303,2.51114,321,11,0,16.2219,1568,1.71875,15.6875,1
935272,-3.39093,0.35974,5.34701,-1.4331,211,10,2,42.1992,18,-1,3.64062,1
935272,-3.23347,0.245152,3.11429,-0.871496,211,10,4,42.1992,0.243164,-1,-1,1
944769,-3.10972,0.189069,2.12319,0.894212,211,11,3,52.6174,0.125977,9.5625,-1,1
944769,-3.58937,0.214338,3.88368,1.63231,211,11,0,52.6174,3616,9.5625,17,1
950838,-3.1066,0.400508,4.48365,-0.687977,211,10,3,107.095,0.135742,2.125,-1,1
950838,-3.2478,0.959813,12.3684,-0.544795,211,10,0,107.095,5024,2.125,35,1
956566,-0.00186222,0.133751,0.133752,-30.4784,211,9,2,69.1323,2.60506e+06,-1,44.25,0
956566,-3.02384,0.172915,1.78264,-2.87595,211,9,4,69.1323,0.310547,-1,-1,0
1015864,-2.92063,0.542552,5.04759,-2.7638,211,11,3,80.1737,0.0649414,2.42188,-1,1
1015864,-2.93896,0.793107,7.51433,-2.796,211,11,0,80.1737,330,2.42188,45.75,1
1055598,-3.44441,0.198411,3.11077,-0.983011,211,11,3,30.2305,0.519531,0.957031,-1,0
1055598,-3.33941,0.594657,8.39595,-0.650805,211,11,0,30.2305,1976,0.957031,11.125,0
1068619,-3.17303,0.304535,3.6425,-2.5559,211,12,3,64.6957,0.1875,0.949219,-1,0
1068619,-3.38724,0.365845,5.41779,-2.60949,211,12,0,64.6957,896,0.949219,45,0
1130635,-3.44256,0.151502,2.37092,0.0129419,211,10,3,21.9155,0.761719,1.82812,-1,1
1130635,-3.61811,0.243839,4.54684,0.674717,211,10,0,21.9155,258,1.82812,14.4375,1
1170936,-3.65986,0.325415,6.32633,-0.219401,211,10,3,88.5143,0.0561523,0.558594,-1,1
1170936,-3.02445,0.877464,9.05163,-0.185468,211,10,0,88.5143,87,0.558594,10.4375,1
1202801,-2.83529,0.646159,5.52271,-1.97503,211,9,2,54.3912,223,-1,4.53125,1
1202801,-3.10366,0.158293,1.76688,3.03838,211,9,4,54.3912,0.287109,-1,-1,1
1206721,-2.62651,2.558,17.7753,-2.91112,411,11,3,43.5376,0.0708008,0.251953,-1,1
1206721,-2.60196,3.02148,20.4921,-2.98196,411,11,0,43.5376,7.28125,0.251953,3.96875,1
470693,-3.11185,5.17376,58.223,-1.01114,521,11,3,78.905,0.0566406,0.314453,-1,1
470656,-3.09701,4.62792,51.3163,-0.575179,511,12,3,29.0001,0.0644531,0.558594,-1,1
470693,-3.07839,5.48281,59.6786,-0.971268,521,11,0,78.905,15,0.314453,8.0625,1
470656,-3.10392,4.88055,54.4913,-0.580175,511,12,0,29.0001,12.625,0.558594,1.60938,1
533170,-3.0529,0.520325,5.52165,2.47281,211,10,3,151.948,0.104492,0.341797,-1,0
533170,-3.59168,0.675629,12.2703,2.1657,211,10,0,151.948,80.5,0.341797,14.3125,0
552707,-2.76663,0.564032,4.50317,0.845374,211,11,3,54.5246,0.209961,1.85156,-1,1
552648,-3.66327,0.888792,17.3378,1.47621,211,10,2,145.56,39.5,-1,27.875,0
552707,-3.18704,0.564966,6.85243,1.13542,211,11,0,54.5246,1096,1.85156,114,1
552648,-3.40553,0.687941,10.3754,1.70769,211,10,4,145.56,0.238281,-1,-1,0
557885,-3.17534,0.544898,6.53242,-0.441268,321,10,3,83.7708,0.460938,0.820312,-1,1
557885,-2.90973,1.0796,9.93575,-0.374492,321,10,0,83.7708,181,0.820312,8.5625,1
601917,-3.07562,0.246539,2.67612,-3.10081,321,11,3,39.3095,0.217773,3.0625,-1,1
601917,-2.76897,0.60413,4.83451,-2.76013,321,11,0,39.3095,14400,3.0625,15.75,1
637173,-2.5471,0.880009,5.6533,2.43703,411,10,2,11.7247,18,-1,1.32812,1
637173,-2.65821,0.185844,1.33258,2.57465,411,10,4,11.7247,0.820312,-1,-1,1
708037,-3.99712,0.237339,6.46268,-1.61242,211,10,3,77.5469,0.137695,0.390625,-1,0
708037,-3.6083,0.471292,8.70246,-1.28664,211,10,0,77.5469,91,0.390625,15.0625,0
768732,-2.66895,1.1373,8.24211,1.72629,411,9,3,55.494,0.130859,0.25,-1,1
768732,-2.68004,1.45999,10.6975,1.90979,411,9,0,55.494,31.25,0.25,6.46875,1
817947,-3.74201,0.34302,7.23885,-0.764773,211,10,3,42.3267,0.298828,1.44531,-1,1
817947,-3.4177,0.630833,9.63027,-0.799488,211,10,0,42.3267,62.75,1.44531,24.375,1
845124,-3.71545,1.13715,23.3692,2.61762,411,12,3,101.975,0.146484,0.851562,-1,1
845124,6.79084,0.162643,72.3486,2.72857,411,12,0,101.975,1.90054e+06,0.851562,336,1
849971,-3.15914,0.417235,4.92186,-3.00848,211,11,2,38.3531,1808,-1,31.25,1
849971,-3.18017,0.176796,2.12972,-2.98138,211,11,4,38.3531,0.213867,-1,-1,1
864599,-3.1409,0.379259,4.39334,0.165795,411,11,3,111.998,0.160156,1.03906,-1,1
866937,-3.479,0.1635,2.65346,0.807045,211,9,3,39.4844,0.275391,1.78125,-1,1
864599,-3.22298,0.614323,7.72288,0.769017,411,11,0,111.998,238,1.03906,19.375,1
866937,-3.21942,0.39594,4.95987,0.239331,211,9,0,39.4844,8.1875,1.78125,2.90625,1
896789,-2.81039,0.210353,1.75398,-2.29453,211,11,3,45.8635,0.457031,0.988281,-1,1
896789,-3.0103,0.405665,4.12616,-2.42679,211,11,0,45.8635,266,0.988281,7.34375,1
914003,-3.51253,0.434543,7.29221,0.84496,411,10,3,9.49472,0.137695,0.628906,-1,1
914003,-3.41085,0.643418,9.75547,0.876615,411,10,0,9.49472,16.375,0.628906,12.8125,1
914700,-3.35661,0.37468,5.38162,1.19204,211,10,2,61.088,104,-1,6.6875,1
914700,-3.56236,0.141661,2.49852,0.289539,211,10,4,61.088,0.245117,-1,-1,1
931996,-3.00348,0.506461,5.11657,-2.02788,211,11,3,161.517,0.177734,0.287109,-1,0
931996,-3.36338,0.686903,9.93308,-1.45391,211,11,0,161.517,25344,0.287109,61.25,0
942354,-2.34098,0.70816,3.71346,1.89365,211,10,2,59.1368,6656,-1,20.375,1
942354,-2.31824,0.268608,1.37745,1.90809,211,10,4,59.1368,0.582031,-1,-1,1
951134,-3.04233,0.422181,4.43327,1.91862,211,10,3,78.2216,0.210938,0.714844,-1,1
951134,-3.38524,0.457603,6.76314,1.64746,211,10,0,78.2216,43,0.714844,29.75,1
952847,-2.83471,0.701851,5.9953,1.22985,211,11,2,83.3329,32.75,-1,9.375,1
952847,-2.57803,0.277131,1.83559,0.273347,211,11,4,83.3329,0.443359,-1,-1,1
1024377,-3.04974,0.34452,3.64455,-0.904834,211,10,3,76.8295,0.161133,0.515625,-1,1
1024377,-3.14204,0.541477,6.27958,-0.298341,211,10,0,76.8295,14.75,0.515625,6.3125,1
1042270,-2.17277,0.450506,2.00395,0.736373,321,9,3,211.987,0.306641,5.1875,-1,1
1042270,-2.91782,0.489308,4.53953,0.29403,321,9,0,211.987,45.75,5.1875,36.5,1
1172964,-3.07591,0.413612,4.49096,-0.0400418,211,11,3,90.838,0.21582,0.761719,-1,1
1172964,-3.29495,0.731167,9.87556,-0.361074,211,11,0,90.838,2080,0.761719,29.5,1
1244590,-3.1007,0.285974,3.18268,0.0298658,431,12,3,61.8153,0.149414,0.816406,-1,1
1244590,-2.60808,1.01267,6.90976,-0.103351,431,12,0,61.8153,149,0.816406,5.9375,1
1286293,-2.86595,0.262312,2.31132,-0.00701939,321,10,3,62.0015,0.855469,2.85938,-1,1
1286293,-2.94922,0.519731,4.9747,0.553994,321,10,0,62.0015,302,2.85938,10.4375,1
1311856,-3.25727,0.629331,8.18664,1.7324,211,10,2,84.8057,96,-1,9.3125,1
1311856,-2.64554,0.251365,1.77991,2.42517,211,10,4,84.8057,0.170898,-1,-1,1
1340868,-2.50377,1.32535,8.15773,-1.17825,211,10,3,58.8159,2.125,0.648438,-1,1
1340868,-2.56055,1.63644,10.6534,-1.02703,211,10,0,58.8159,5.53125,0.648438,3.07812,1
1352526,-3.8533,1.31778,31.0797,0.35293,411,10,3,65.7052,0.226562,0.492188,-1,1
1352526,-3.36436,1.72463,24.9637,0.588202,411,10,0,65.7052,2544,0.492188,1012,1
1393048,-2.96536,0.510087,4.96141,-2.15063,211,10,2,28.7277,12.3125,-1,2.54688,0
1393048,-2.65949,0.154124,1.10653,-1.76172,211,10,4,28.7277,0.921875,-1,-1,0
1409300,-2.99499,0.369842,3.70492,-0.74397,211,12,2,30.1323,12.5,-1,5.65625,0
1409300,-2.78986,0.186708,1.52542,-0.83437,211,12,4,30.1323,0.5625,-1,-1,0
1416444,-3.11113,0.288959,3.24948,-2.11773,211,11,3,32.5394,0.601562,0.235352,-1,1
1416444,-3.08594,0.502793,5.51404,-1.80254,211,11,0,32.5394,122,0.235352,15.125,1
1421971,-3.01587,0.286133,2.92656,3.05255,211,11,3,56.7493,0.0722656,3.89062,-1,1
1421971,-3.25207,0.278072,3.5986,-2.47033,211,11,0,56.7493,6080,3.89062,143,1
1437180,-2.66109,0.454606,3.269,-1.74368,211,12,2,22.916,8.25,-1,2.28125,0
1437180,-2.45591,0.213534,1.25375,-2.18159,211,12,4,22.916,0.546875,-1,-1,0
1457706,-2.82544,0.575483,4.87079,2.33384,211,11,3,81.2313,0.0922852,0.416016,-1,1
1457706,-3.11719,0.647026,7.32018,2.33574,211,11,0,81.2313,48,0.416016,8.5625,1
1480500,-2.41761,0.549651,3.10777,-0.804705,321,9,3,50.6577,0.123535,1.07031,-1,1
1480500,-2.47831,0.948478,5.69321,-0.664201,321,9,0,50.6577,446,1.07031,20.75,1
1488723,-3.19116,0.497208,6.05542,-2.18641,211,11,2,26.3999,7.3125,-1,1.86719,1
1488723,-3.02038,0.368677,3.78774,-2.07576,211,11,4,26.3999,0.130859,-1,-1,1
1512653,-2.81579,0.418173,3.50558,-0.904617,211,10,3,101.696,0.470703,1.78906,-1,1
1512653,-3.21087,0.592593,7.36028,-0.795047,211,10,0,101.696,224,1.78906,20.25,1
1520044,-3.32133,0.287681,3.98917,-0.640092,321,9,2,54.2732,354,-1,11.4375,1
1520044,-2.6838,0.178025,1.30928,-0.802141,321,9,4,54.2732,0.871094,-1,-1,1
1578651,-3.23537,1.03239,13.1398,-1.60295,321,10,3,131.13,0.173828,2.01562,-1,1
1578651,-3.61688,0.825806,15.3799,-1.87759,321,10,0,131.13,235,2.01562,214,1
1585675,-3.68341,0.218244,4.34382,0.563292,211,11,3,16.5585,0.132812,0.339844,-1,1
1585675,-3.17892,0.724571,8.71743,0.796485,211,11,0,16.5585,2096,0.339844,13.875,1
1645575,-3.56518,0.243202,4.30151,2.69139,321,11,3,44.5575,0.322266,1.34375,-1,1
1645575,6.01415,0.189665,38.8037,7.6888,321,11,0,44.5575,2.68698e+06,1.34375,81,1
55135,-3.17546,0.323948,3.88406,-2.21954,321,10,3,83.8016,0.148438,0.365234,-1,1
55135,-3.38974,0.642711,9.5417,-2.07801,321,10,0,83.8016,137,0.365234,20.5,1
66653,-2.79403,0.345567,2.83503,-0.755018,211,9,3,48.2091,0.200195,3.64062,-1,1
66653,-2.46281,1.15813,6.84625,0.241111,211,9,0,48.2091,7936,3.64062,12.375,1
69806,-4.64073,0.0969697,5.02449,1.30489,321,10,3,79.5691,0.192383,0.462891,-1,1
69806,2.83386,0.861137,7.34969,-0.0379155,321,10,0,79.5691,2.88358e+07,0.462891,6.3125,1
132395,-3.47963,0.223801,3.63437,1.2809,321,10,2,23.0165,32.5,-1,2.60938,1
132395,-3.28864,0.11845,1.58981,0.92793,321,10,4,23.0165,0.4375,-1,-1,1
161191,-3.29185,0.520888,7.01371,-2.8218,211,10,2,153.96,34.25,-1,25.625,1
161191,-2.83691,0.440004,3.76679,-2.11494,211,10,4,153.96,0.158203,-1,-1,1
203004,-2.88758,0.87456,7.87343,2.48946,211,12,3,295.067,0.0991211,0.75,-1,1
203004,-3.37753,1.0512,15.4171,2.3963,211,12,0,295.067,61.25,0.75,28.75,1
202780,-3.29949,0.264565,3.5896,-1.19797,321,13,2,26.5976,612,-1,11.125,1
202780,-3.2098,0.123642,1.53406,-2.4474,321,13,4,26.5976,0.714844,-1,-1,1
236526,-3.3188,0.434543,6.01044,-0.146625,211,11,3,95.9453,0.108887,0.115723,-1,1
236526,6.52138,0.224193,76.1712,11.0273,211,11,0,95.9453,4.48922e+06,0.115723,150,1
268946,-2.90542,0.876431,8.0315,-1.15533,211,10,2,58.6173,636,-1,12.375,1
268946,-3.09993,0.468864,5.21412,-1.57559,211,10,4,58.6173,0.199219,-1,-1,1
277494,-16.3992,0.000482975,3198.6,65.3031,321,11,2,67.5317,3.26042e+06,-1,9.3125,1
277494,-5.39465,0.0208707,2.29818,1.33622,321,11,4,67.5317,0.410156,-1,-1,1
322312,-3.35711,0.876337,12.5934,-1.50827,321,12,2,149.131,956,-1,35.75,1
322312,-3.05669,0.646873,6.89052,-1.75426,321,12,4,149.131,0.181641,-1,-1,1
488340,-2.27489,0.738484,3.62952,2.73108,321,10,3,335.366,0.161133,1.53906,-1,1
488340,-2.80487,0.959813,7.95944,2.12603,321,10,0,335.366,2160,1.53906,178,1
512805,-3.29453,0.286714,3.87092,1.9995,211,11,2,48.4535,64,-1,8.4375,1
512805,-2.60421,0.18025,1.2252,1.92087,211,11,4,48.4535,0.320312,-1,-1,1
532862,-3.39266,0.515966,7.6824,-2.4907,211,10,3,119.724,0.236328,0.59375,-1,1
532862,-3.48041,0.915819,14.8839,-1.92989,211,10,0,119.724,422,0.59375,21.375,1
555364,-3.62539,0.996836,18.7236,1.73628,421,11,3,157.452,3.29688,0.207031,-1,0
555364,-3.5007,1.28583,21.3246,1.52899,421,11,0,157.452,54,0.207031,42,0
557162,-3.15443,0.455313,5.3459,2.21549,321,10,3,63.2266,0.052002,0.941406,-1,1
557162,-3.38956,0.526715,7.81818,2.45769,321,10,0,63.2266,57.5,0.941406,7.03125,1
592200,-3.15287,0.270559,3.17174,-0.0281916,211,11,3,74.3589,0.133789,3.6875,-1,0
592200,-3.52763,0.553551,9.43042,0.299376,211,11,0,74.3589,167,3.6875,18.125,0
613770,-3.31103,4.80258,65.9153,-1.12254,431,10,2,36.2419,17280,-1,422,1
613770,-3.83655,1.63399,37.8977,-1.05391,431,10,4,36.2419,0.0751953,-1,-1,1
