ID,eta,pt,p,phi,motherPDG,nClusters,trackType,pDca,chi2,chi2MatchMCHMID,chi2MatchMCHMFT,isPrompt
195026,-3.2318,0.172798,2.19147,-2.6797,321,10,4,39.603,0.476562,-1,-1,1
227315,-3.05703,0.505429,5.38569,-0.563638,211,12,3,67.7454,0.0786133,1.60938,-1,1
227315,-2.83899,1.00104,8.58742,-0.54352,211,12,0,67.7454,256,1.60938,6.6875,1
301310,-3.36637,0.54284,7.87323,1.15078,211,9,2,60.2328,26,-1,8,1
301310,-3.54019,0.317815,5.48269,1.02855,211,9,4,60.2328,1.66406,-1,-1,1
395836,-2.8609,1.06025,9.29539,-1.56998,211,10,3,347.125,0.175781,0.664062,-1,1
395836,-2.8971,2.7483,24.9776,-1.79633,211,10,0,347.125,276480,0.664062,128,1
418405,-3.61507,0.369342,6.86621,0.853766,321,10,3,37.6308,0.0766602,1.26562,-1,1
418405,-3.37112,0.715084,10.4207,0.51838,321,10,0,37.6308,2880,1.26562,27.5,1
420765,-3.21138,0.351648,4.36986,3.03268,211,11,2,39.5616,474,-1,10.125,1
420765,-3.19402,0.169089,2.06518,3.04272,211,11,4,39.5616,0.170898,-1,-1,1
434468,-2.69815,0.985089,7.34856,-1.19931,211,10,3,306.731,0.236328,1.01562,-1,1
434468,-3.42476,0.902998,13.8826,-1.1851,211,10,0,306.731,36.5,1.01562,30.125,1
522811,-4.05399,0.654104,18.8527,2.2344,321,10,3,32.2321,0.0830078,0.275391,-1,1
522811,-3.53894,1.31821,22.7124,2.18367,321,10,0,32.2321,5440,0.275391,57.75,1
563265,-4.16132,0.082441,2.64519,-0.366827,211,12,3,89.4065,0.0859375,0.251953,-1,1
563265,13.7452,0.00352656,1643.5,198.066,211,12,0,89.4065,8.32307e+06,0.251953,13.125,1
582994,-3.18563,0.532121,6.445,-0.839067,321,10,2,62.7903,392,-1,68.5,1
582994,-2.7528,0.502361,3.95617,-0.795938,321,10,4,62.7903,0.114258,-1,-1,1
689587,-3.18644,0.471184,5.71153,1.69588,321,11,2,66.137,40,-1,9.1875,1
689587,-2.5282,0.245152,1.54578,2.11183,321,11,4,66.137,0.523438,-1,-1,1
695075,-2.49457,0.663427,4.04657,2.53488,211,10,3,59.1842,0.152344,1.51562,-1,0
695075,-2.7062,0.839344,6.31149,2.35344,211,10,0,59.1842,53,1.51562,18.625,0
767197,-2.75356,0.604219,4.76191,-1.86528,321,10,2,22.5279,2976,-1,38,1
767197,-2.79695,0.173854,1.43043,-2.21914,321,10,4,22.5279,0.929688,-1,-1,1
788777,-4.05432,0.161974,4.66999,-0.194092,321,11,3,113.105,0.359375,1.32031,-1,1
788777,-2.40039,0.0502503,0.279345,-1.73084,321,11,0,113.105,1.38445e+06,1.32031,9.125,1
812679,-3.26534,0.216445,2.83838,-0.48625,211,11,3,28.3093,0.181641,2.10938,-1,1
812679,-3.16623,0.427557,5.0794,-0.820378,211,11,0,28.3093,824,2.10938,30.375,1
1003659,-3.82597,0.623962,14.3197,-2.72934,411,12,3,98.0051,0.151367,0.232422,-1,1
1003659,4.31495,0.207057,7.74635,-1.66261,411,12,0,98.0051,2.43794e+07,0.232422,292,1
1013145,-3.08085,0.660485,7.20682,1.52255,321,10,2,45.9958,12,-1,4.15625,1
1013145,-2.87987,0.536371,4.79198,1.54062,321,10,4,45.9958,0.137695,-1,-1,1
1205238,-2.94446,0.281261,2.67943,2.57361,211,10,3,20.3277,0.287109,1.20312,-1,0
1205238,-3.10219,0.442954,4.93708,2.49865,211,10,0,20.3277,11.5,1.20312,4.53125,0
1207151,-3.24419,0.340737,4.37507,-2.00339,211,11,3,40.1425,0.275391,0.648438,-1,1
1207151,-3.20355,0.545697,6.72854,-1.85336,211,11,0,40.1425,7.125,0.648438,2.71875,1
423770,-2.64454,1.02766,7.26964,-2.12958,211,10,3,18.9653,0.144531,1.21875,-1,1
423770,-2.64395,1.37924,9.75104,-2.19771,211,10,0,18.9653,11.5625,1.21875,3.96875,1
492316,-2.52467,0.299832,1.88398,2.77805,211,9,3,56.429,0.169922,7.15625,-1,1
492316,-3.09921,0.393808,4.37627,2.87837,211,9,0,56.429,376,7.15625,24.375,1
519868,-3.13146,0.588886,6.75779,0.599771,211,11,2,28.432,329728,-1,1.6875,0
519868,-3.74868,0.0790734,1.67986,0.798638,211,11,4,28.432,0.423828,-1,-1,0
521339,-3.69648,0.290064,5.84915,-0.355329,211,10,3,45.1921,0.0644531,1.27344,-1,0
521339,-3.45672,1.14766,18.2158,-1.11205,211,10,0,45.1921,15488,1.27344,34.5,0
527510,-3.31687,0.180504,2.49187,-0.108999,211,12,3,47.0643,0.265625,1.76562,-1,1
527510,-3.09195,1.1225,12.3842,0.538333,211,12,0,47.0643,100864,1.76562,37.25,1
535546,-4.02948,0.18289,5.14373,-0.261695,211,12,3,82.869,0.197266,0.0756836,-1,0
535546,-3.60639,0.366369,6.75216,1.28635,211,12,0,82.869,2128,0.0756836,12.125,0
536605,-2.80971,0.368279,3.06875,-0.592745,211,10,3,94.2151,0.0649414,7.21875,-1,1
536605,-3.44956,0.408742,6.44139,-1.10386,211,10,0,94.2151,1520,7.21875,19.25,1
553561,-2.78543,0.455871,3.70815,2.36012,211,10,2,26.134,7.5,-1,1.92188,0
553561,-2.61459,0.240743,1.65327,2.67065,211,10,4,26.134,0.232422,-1,-1,0
572332,-2.57178,0.745812,4.90949,-1.41476,211,10,2,75.7939,824,-1,30.375,1
572332,-2.17936,0.243578,1.09047,-2.20752,211,10,4,75.7939,0.388672,-1,-1,1
589858,-3.12233,1.16413,13.2381,1.02637,511,10,3,15.7716,0.15332,0.582031,-1,1
589858,-3.14654,1.35899,15.8312,1.10957,511,10,0,15.7716,8.1875,0.582031,2.59375,1
611960,-3.08121,0.310444,3.38859,-2.93518,211,10,3,22.3845,0.0883789,3.95312,-1,1
611960,-3.43829,0.3649,5.6862,-2.93824,211,10,0,22.3845,85,3.95312,25.875,1
622953,-3.35327,0.348685,4.99161,0.756477,211,10,2,92.7085,42.25,-1,18.5,1
622953,-2.62516,0.243404,1.68913,0.327371,211,10,4,92.7085,0.160156,-1,-1,1
631022,-3.34279,0.240178,3.40253,-2.27826,321,9,3,31.7534,0.170898,1.76562,-1,1
631022,-3.26954,0.434312,5.71931,-1.78119,321,9,0,31.7534,13.25,1.76562,4.625,1
636107,-3.74781,0.611115,12.9714,-0.0765769,211,10,3,172.103,0.0771484,0.519531,-1,1
636107,-3.49269,0.983906,16.1875,0.303337,211,10,0,172.103,332,0.519531,87.5,1
678833,-2.98357,0.643722,6.37566,-1.41065,211,12,3,92.7151,0.193359,0.404297,-1,1
678833,-2.78839,1.14318,9.32627,-1.5807,211,12,0,92.7151,25,0.404297,9.6875,1
723415,-3.51908,0.156995,2.65187,-0.874469,321,8,3,79.6636,0.546875,3.40625,-1,1
723415,-2.48281,0.212978,1.28409,1.07161,321,8,0,79.6636,137216,3.40625,7.71875,1
733160,-3.06795,0.833876,8.9826,-2.20157,211,10,3,40.7639,0.0544434,0.609375,-1,1
733160,-3.06885,1.07839,11.627,-2.14724,211,10,0,40.7639,145,0.609375,8.9375,1
751999,-3.29426,0.579022,7.81522,0.129539,211,9,2,83.6149,95.5,-1,12,1
751999,-2.48374,0.239532,1.44551,0.558256,211,9,4,83.6149,0.8125,-1,-1,1
800482,-2.58064,0.684492,4.54548,0.581917,211,10,2,92.0818,2464,-1,33.25,1
800482,-2.35829,0.304535,1.62431,0.549879,211,10,4,92.0818,0.339844,-1,-1,1
845439,-3.02967,0.191116,1.98176,-1.13229,211,9,3,14.0751,0.160156,3.25,-1,0
845439,-3.19047,0.362478,4.41155,-0.80121,211,9,0,14.0751,199,3.25,22.75,0
851317,-3.11741,0.310515,3.51379,-0.414022,211,11,3,34.9859,0.0922852,0.910156,-1,1
851317,-2.85489,0.712224,6.20706,-0.617794,211,11,0,34.9859,81.5,0.910156,14.25,1
877173,-2.70477,0.702452,5.27465,0.609035,211,10,3,250.993,0.18457,0.472656,-1,1
877173,-3.22778,0.938481,11.8546,1.09845,211,10,0,250.993,2752,0.472656,31.875,1
923163,-3.58683,0.46758,8.45085,-0.59784,321,10,3,115.724,0.0913086,1.75,-1,1
923163,-3.52101,0.420491,7.11643,-1.27747,321,10,0,115.724,91648,1.75,444,1
940634,-3.58996,0.435559,7.89676,-3.01519,211,10,3,21.2121,0.0322266,1.27344,-1,1
940634,-3.25196,0.794106,10.2756,-2.91033,211,10,0,21.2121,422,1.27344,70.5,1
953317,-2.96794,0.997565,9.72786,-0.576769,321,12,2,186.772,708,-1,45.5,1
953317,-2.64924,0.513831,3.65178,-0.930053,321,12,4,186.772,0.139648,-1,-1,1
1008586,-3.75295,0.179052,3.82008,-0.49549,211,10,3,19.0724,0.271484,1.55469,-1,1
1008586,-3.49571,0.619714,10.2265,-0.886559,211,10,0,19.0724,2464,1.55469,16.75,1
1025312,-3.6696,0.603107,11.8395,0.462176,211,12,3,26.9047,0.12793,0.929688,-1,0
1025312,1.59074,2.7513,7.03117,0.156094,211,12,0,26.9047,1.23208e+07,0.929688,171,0
1062085,-3.14339,0.768769,8.9275,2.5246,321,10,3,146.99,0.0805664,0.0439453,-1,1
1062085,-3.13664,1.1551,13.324,2.17463,321,10,0,146.99,16640,0.0439453,102.5,1
1080130,-3.64015,0.240319,4.58095,0.541327,211,11,3,15.4802,0.238281,0.789062,-1,0
1080130,-3.08872,1.1619,12.7777,0.6173,211,11,0,15.4802,58880,0.789062,32.25,0
1192892,-3.1864,0.380245,4.60902,1.36871,321,10,2,63.1372,5632,-1,14.3125,1
1192892,-2.94538,0.157188,1.49883,0.286994,321,10,4,63.1372,0.511719,-1,-1,1
1198200,-2.90471,0.395481,3.62155,-2.2709,211,10,3,41.5497,0.19043,1,-1,1
1198200,-2.7375,0.892083,6.91945,-2.11988,211,10,0,41.5497,75,1,3.60938,1
1211815,-3.34544,0.595219,8.45461,-0.392122,321,12,3,6.26495,0.0629883,0.648438,-1,1
1211815,-3.22181,0.871211,10.9396,-0.22441,321,12,0,6.26495,21.875,0.648438,20.125,1
1284245,4.76032,0.242798,14.1785,-0.781397,321,10,2,54.2682,1.76947e+07,-1,9.5,1
1284245,-3.2456,0.229083,2.94556,0.965073,321,10,4,54.2682,0.578125,-1,-1,1
1447665,-2.69835,0.27919,2.0831,2.15204,321,10,3,80.3472,0.318359,2.39062,-1,1
1447665,-3.29834,0.489367,6.63207,1.85319,321,10,0,80.3472,27.25,2.39062,17.75,1
1453509,-2.69451,0.306174,2.27577,0.756194,321,10,3,34.6481,0.330078,3.20312,-1,1
1453509,-2.97341,0.459296,4.50329,0.874666,321,10,0,34.6481,65.5,3.20312,18,1
1511168,-3.326,0.286173,3.98681,0.88996,211,11,3,72.379,0.298828,3.01562,-1,0
1511168,-3.57063,0.721063,12.8231,1.04388,211,11,0,72.379,1280,3.01562,10.5625,0
1533333,-2.77693,0.52195,4.20999,0.495329,321,10,3,58.983,0.174805,0.71875,-1,1
1533333,-2.73798,0.901905,6.99901,0.626011,321,10,0,58.983,9.25,0.71875,4.375,1
1618157,-3.17334,0.271061,3.2431,2.55629,321,10,3,14.9563,0.116699,1.25,-1,1
1618157,-2.81369,0.431476,3.60957,2.53935,321,10,0,14.9563,72704,1.25,47.5,1
1620958,-3.14246,0.645548,7.48965,-1.1043,211,9,2,231.853,216,-1,72.5,1
1620958,-2.45091,0.689736,4.02983,-1.47412,211,9,4,231.853,0.417969,-1,-1,1
59766,-2.49556,0.306794,1.87313,-0.609223,211,10,3,41.2086,0.476562,7.65625,-1,1
59766,-2.69507,0.516032,3.83775,-0.490676,211,10,0,41.2086,121.5,7.65625,16.875,1
78052,-3.03888,0.171567,1.79543,-1.23812,411,9,3,39.337,0.300781,8.3125,-1,1
78052,-3.00611,0.420275,4.257,-0.550923,411,9,0,39.337,27.375,8.3125,2.84375,1
105866,-2.99932,0.505336,5.08409,1.96437,211,10,3,12.5027,0.179688,2.53125,-1,1
105866,-2.9642,0.769346,7.47451,2.05801,211,10,0,12.5027,14.9375,2.53125,2.32812,1
136866,-3.34651,0.221501,3.14959,-2.54584,211,11,3,37.8935,0.090332,0.546875,-1,1
136866,-3.70302,0.376609,7.64409,-2.27075,211,11,0,37.8935,3.84375,0.546875,3.54688,1
152739,-3.321,0.397902,5.51573,0.784495,321,10,3,32.283,0.241211,1.02344,-1,1
152739,-3.24482,0.652281,8.38055,0.851707,321,10,0,32.283,1480,1.02344,4.3125,1
164169,-3.24566,0.315101,4.05181,-2.88885,211,11,2,9.99368,7.6875,-1,0.921875,1
164169,-3.26845,0.142777,1.87813,-2.95799,211,11,4,9.99368,0.257812,-1,-1,1
181564,-3.34783,0.301776,4.2967,-0.575635,211,11,2,53.5848,18.75,-1,6.4375,1
181564,-2.84775,0.200804,1.73765,-0.485844,211,11,4,53.5848,0.25,-1,-1,1
223054,-4.25786,0.106478,3.76254,-0.16954,211,10,3,47.8282,0.143555,2.84375,-1,0
223054,-3.20845,1.01967,12.6342,-0.146566,211,10,0,47.8282,7680,2.84375,3.125,0
318163,-2.724,0.413195,3.16234,2.57112,211,9,3,170.334,0.148438,0.605469,-1,1
318163,-3.14999,0.774072,9.04838,2.81386,211,9,0,170.334,356,0.605469,23.5,1
380844,-2.49166,0.504838,3.07044,1.94468,321,9,2,33.1192,1560,-1,50.75,1
380844,-2.57056,0.183135,1.20408,2.07475,321,9,4,33.1192,0.394531,-1,-1,1
418690,-4.32762,0.0553873,2.09853,-2.35303,130,12,3,45.9591,0.371094,1.45312,-1,0
418690,-16.3992,0.00330237,21870.6,302.248,130,12,0,45.9591,3.11951e+07,1.45312,4.65625,0
454697,-2.81815,0.676689,5.68605,1.20419,421,10,3,57.5104,0.0800781,1.38281,-1,1
454697,-2.89083,0.896084,8.09329,1.29057,421,10,0,57.5104,11.4375,1.38281,3.57812,1
469233,-3.85735,0.342819,8.11806,0.0772549,221,9,3,49.4308,0.120117,1.47656,-1,1
469233,-3.27827,2.5622,34.0358,-0.363656,221,9,0,49.4308,27648,1.47656,42.75,1
527864,-3.33591,0.186742,2.62742,2.38118,321,12,3,43.3063,0.222656,0.890625,-1,1
527864,-3.46233,0.327942,5.23439,2.75637,321,12,0,43.3063,46.25,0.890625,17.875,1
546963,-3.17125,0.399259,4.76702,-0.441473,211,10,3,115.701,0.0620117,1.04688,-1,0
546963,-3.17399,0.713775,8.54551,-0.526712,211,10,0,115.701,2304,1.04688,39.5,0
569376,-2.64803,0.575362,4.08421,1.03745,321,10,2,23.731,68.5,-1,15.5,1
569376,-2.46358,0.308294,1.82385,1.26893,321,10,4,23.731,0.200195,-1,-1,1
609534,-3.27748,0.48109,6.38566,0.272864,321,10,2,35.5455,237,-1,10.4375,1
609534,-3.18553,0.200548,2.42879,0.595394,321,10,4,35.5455,0.365234,-1,-1,1
610591,-3.77066,0.1048,2.27583,2.83219,211,11,3,65.6613,0.546875,2.96875,-1,1
610591,-2.99169,0.0332835,0.332329,15.6104,211,11,0,65.6613,540672,2.96875,23,1
650771,-3.26501,0.144215,1.89056,0.266754,211,11,3,17.4516,0.447266,3.79688,-1,1
650771,-3.3216,0.294211,4.0808,0.873717,211,11,0,17.4516,486,3.79688,20.75,1
676172,-3.74504,0.445266,9.42504,2.80596,321,9,3,41.6823,0.10498,1.75781,-1,1
676172,-3.35098,1.74912,24.9824,2.24817,321,9,0,41.6823,53760,1.75781,27.125,1
718188,-4.21113,0.070089,2.36366,-0.660922,211,11,3,46.9843,0.148438,1.07812,-1,1
718188,-2.64364,0.0553753,0.391375,-0.12114,211,11,0,46.9843,47360,1.07812,2.8125,1
847193,-3.24338,1.44748,18.5705,0.538803,411,10,3,35.1426,0.0722656,0.412109,-1,1
847193,-3.23704,1.66133,21.1799,0.61851,411,10,0,35.1426,8.125,0.412109,3.04688,1
855160,-3.10989,0.487213,5.47219,-0.53318,211,10,3,39.3538,0.0571289,1.25,-1,0
855160,-2.96616,0.807571,7.86121,-0.552572,211,10,0,39.3538,7.0625,1.25,1.89062,0
903311,-2.58446,0.356143,2.37397,0.70001,211,10,3,62.6702,0.21582,1.61719,-1,1
903266,-3.51229,0.16717,2.80468,3.08929,211,10,3,26.0565,0.494141,3.0625,-1,1
903266,-3.56084,0.247882,4.36533,2.08131,211,10,0,26.0565,1020,3.0625,21.375,1
903311,-2.90262,0.537356,4.91057,0.853816,211,10,0,62.6702,8.125,1.61719,6.375,1
1048169,-3.31116,0.780116,10.7084,2.91498,411,9,3,196.843,0.109863,0.707031,-1,1
1048169,-3.53758,1.15494,19.8723,2.61537,411,9,0,196.843,1672,0.707031,35,1
1092346,-3.09751,0.288309,3.19849,-0.400484,211,11,3,37.6323,0.0986328,0.53125,-1,1
1092346,-3.19635,0.455719,5.57895,-0.150577,211,11,0,37.6323,97.5,0.53125,6.9375,1
1100712,-2.83592,0.521252,4.45792,-1.897,211,10,3,27.0988,0.146484,0.789062,-1,0
1100712,-2.79623,0.830832,6.83104,-1.89499,211,10,0,27.0988,4.65625,0.789062,0.683594,0
1116721,-3.41022,0.329578,4.99391,0.698003,211,10,3,65.5979,0.0981445,2.04688,-1,1
1116721,-3.32471,0.530673,7.3835,0.36264,211,10,0,65.5979,7.9375,2.04688,4.90625,1
1268067,-3.86971,0.249573,5.98342,-2.38791,411,10,3,56.2189,0.131836,0.636719,-1,1
1268067,-8.23774,0.0975703,184.456,10.5096,411,10,0,56.2189,4.01408e+06,0.636719,118.5,1
14318,-3.46991,0.517956,8.33,-0.187294,4122,10,3,52.946,0.229492,1.3125,-1,0
14337,-3.73805,0.869639,18.2798,-1.97499,421,10,2,100.164,31.375,-1,9.75,1
14318,-2.99686,1.54159,15.4718,0.122449,4122,10,0,52.946,75264,1.3125,128,0
14337,-3.5551,0.64672,11.3241,-2.05701,421,10,4,100.164,0.458984,-1,-1,1
38863,-3.24006,0.383126,4.89912,0.617152,211,10,3,62.9914,0.439453,1.42969,-1,1
38863,-3.19595,0.680738,8.33033,0.901869,211,10,0,62.9914,10240,1.42969,26.75,1
110676,-3.96043,0.350056,9.18879,3.05945,321,8,3,93.0292,7,2.03125,-1,1
110676,4.04469,0.187374,5.35058,-1.41891,321,8,0,93.0292,8.97843e+06,2.03125,128,1
152793,-3.34297,0.585143,8.29099,1.04112,211,10,3,134.016,0.199219,1.17969,-1,1
152793,-3.26813,1.18897,15.6351,0.48972,211,10,0,134.016,5664,1.17969,191,1
154738,-3.26527,1.02106,13.3889,-3.05806,321,12,3,51.2571,0.0476074,0.5,-1,1
154738,-3.42718,1.03709,15.9828,-3.10085,321,12,0,51.2571,628,0.5,104.5,1
239640,-3.14421,0.463244,5.38392,1.05152,211,10,3,66.7725,0.0795898,0.628906,-1,1
239640,-3.40458,0.565746,8.52431,0.773632,211,10,0,66.7725,30.375,0.628906,11.6875,1
244515,-3.53676,1.69959,29.2197,2.44548,421,10,3,17.6231,0.0805664,0.480469,-1,1
244515,-3.61315,1.80959,33.5766,2.21945,421,10,0,17.6231,256,0.480469,169,1
328136,-3.2333,0.163513,2.07683,-0.880612,321,10,3,17.391,0.539062,3.1875,-1,1
328136,-3.04912,0.405143,4.2832,-0.936749,321,10,0,17.391,9.75,3.1875,0.933594,1
395045,-3.7455,0.378104,8.00708,2.38042,211,10,3,35.085,0.789062,0.515625,-1,1
395045,5.38363,0.45011,49.0204,0.310323,211,10,0,35.085,2.91635e+06,0.515625,16.375,1
510975,-3.33534,0.297501,4.18339,-0.491556,211,10,3,70.0062,0.239258,0.699219,-1,0
510975,-3.10987,0.628028,7.05362,-0.12363,211,10,0,70.0062,19,0.699219,4.34375,0
560419,-3.52222,0.331499,5.61711,-1.85542,211,9,2,64.6836,366,-1,7.21875,1
560419,-3.45033,0.159043,2.50831,-0.664478,211,9,4,64.6836,0.112793,-1,-1,1
564546,-2.69625,0.69577,5.18053,1.72399,211,9,2,170.463,128,-1,39.75,1
564546,-2.09693,0.368114,1.52104,2.13292,211,9,4,170.463,0.261719,-1,-1,1
625142,-4.206,0.152279,5.10914,0.893925,211,11,3,61.2895,0.306641,0.945312,-1,0
625142,-2.95555,0.811089,7.81253,1.25556,211,11,0,61.2895,4992,0.945312,13.875,0
666721,-3.24844,0.317298,4.09141,0.845329,211,10,3,59.7525,0.0908203,3.07812,-1,1
666721,-3.06844,0.628317,6.77166,0.148516,211,10,0,59.7525,944,3.07812,74.5,1
716278,-3.87838,0.102124,2.4697,0.765739,211,10,3,11.2079,0.263672,1.0625,-1,1
716278,-3.32748,0.496365,6.92524,0.307715,211,10,0,11.2079,3136,1.0625,7.125,1
764359,-3.12163,0.351709,3.9967,2.20341,321,11,3,36.6776,0.168945,0.726562,-1,1
764359,-3.39212,0.415247,6.17943,2.24197,321,11,0,36.6776,27.625,0.726562,18.375,1
778822,-3.22825,0.15726,1.98738,-2.83371,211,10,3,13.2396,0.198242,7.0625,-1,0
778822,-2.56514,0.33882,2.21578,-2.43204,211,10,0,13.2396,4.03702e+07,7.0625,42.5,0
835006,-3.23108,0.271186,3.43682,-2.34616,321,11,3,77.025,0.0600586,0.78125,-1,1
835006,-3.35569,0.670102,9.61601,-2.4488,321,11,0,77.025,3856,0.78125,16.25,1
934386,-3.29968,0.462877,6.28141,2.13105,211,10,2,61.1431,5280,-1,6.59375,0
934386,-3.25226,0.140804,1.82253,-3.06967,211,10,4,61.1431,0.5,-1,-1,0
939444,-2.37778,0.660006,3.58837,-2.04007,211,10,2,74.5431,22016,-1,40.25,1
939444,-2.1987,0.256369,1.16958,-2.11742,211,10,4,74.5431,0.302734,-1,-1,1
954458,-3.01183,0.438169,4.46359,0.280684,211,11,3,122.637,0.133789,0.492188,-1,1
954458,-3.34503,0.743646,10.5585,0.265763,211,11,0,122.637,896,0.492188,18.625,1
991102,-3.178,0.157976,1.8989,-0.755602,321,10,3,40.5142,0.494141,5.5625,-1,1
991102,-2.92165,0.606815,5.65119,-1.38216,321,10,0,40.5142,338,5.5625,2.67188,1
1041405,-2.89928,0.391363,3.56455,-0.669644,211,9,2,1.52994,6.5,-1,1.78125,1
1041405,-2.96611,0.148223,1.44279,-0.819993,211,9,4,1.52994,0.632812,-1,-1,1
1130346,-2.39698,0.550464,3.04982,1.70714,321,10,3,111.188,0.165039,0.621094,-1,1
1130346,-3.14327,0.552431,6.41443,1.5752,321,10,0,111.188,2160,0.621094,50.75,1
1162864,-3.30002,0.576698,7.82868,-3.04791,321,9,3,41.5889,0.193359,1.54688,-1,1
1162864,-3.45899,0.645853,10.2744,-2.80753,321,9,0,41.5889,141,1.54688,63.75,1
1198587,-3.53682,0.332009,5.70831,-2.96376,321,9,2,130.822,696,-1,25.25,1
1198587,-2.9156,0.238001,2.20319,-2.93953,321,9,4,130.822,0.273438,-1,-1,1
1271757,-2.87769,0.613495,5.46911,-0.829469,211,11,3,46.9253,0.197266,0.800781,-1,1
1271757,-2.92808,0.839602,7.86925,-0.778522,211,11,0,46.9253,9.375,0.800781,2.29688,1
1282021,-3.92181,0.552282,13.9483,2.87369,421,8,3,45.3068,0.0576172,0.859375,-1,0
1282021,2.46135,0.637609,3.76377,2.21902,421,8,0,45.3068,8.58522e+06,0.859375,24.875,0
326417,-10.8758,0.0167913,443.966,-18.2836,211,12,2,113.567,2.06438e+06,-1,18.75,1
326417,-3.69097,0.200765,4.02618,0.991424,211,12,4,113.567,3.51562,-1,-1,1
394574,-4.83233,0.0469552,2.94669,-0.273425,211,11,3,91.7682,0.196289,0.582031,-1,1
394574,-16.3992,0.00171527,11359.7,933.651,211,11,0,91.7682,7.30726e+06,0.582031,8.75,1
459807,-3.23731,0.291925,3.72268,-0.295362,321,10,3,60.838,0.108398,2.10938,-1,1
459807,-3.27141,0.528789,6.97643,-0.59043,321,10,0,60.838,1416,2.10938,31.75,1
464735,-3.73603,0.178118,3.73647,-1.48606,113,10,2,58.7431,4064,-1,10.25,1
464735,-3.4108,0.159452,2.41748,-1.06153,113,10,4,58.7431,0.498047,-1,-1,1
513267,-3.29576,0.369909,5.00024,2.00763,421,10,3,64.0784,0.146484,2.23438,-1,1
513267,-3.10267,0.663266,7.39617,2.35671,421,10,0,64.0784,11.375,2.23438,11.375,1
523527,-2.80372,0.923563,7.65009,0.356851,211,9,3,23.3611,0.0810547,1.94531,-1,0
523527,-2.9641,1.04878,10.1883,0.312472,211,9,0,23.3611,88.5,1.94531,32,0
541497,-2.87335,0.3535,3.13778,-2.92773,511,11,3,48.6503,0.164062,0.498047,-1,1
541497,-2.98856,0.545043,5.42518,-2.81091,511,11,0,48.6503,10.6875,0.498047,3.625,1
562090,-3.05841,0.279877,2.98637,-2.12328,211,10,3,34.6897,0.177734,0.349609,-1,1
562090,-3.45842,0.317028,5.04048,-1.84201,211,10,0,34.6897,35.25,0.349609,17.875,1
621788,-3.76988,0.714273,15.4989,1.7546,411,11,3,87.8203,0.110352,1.08594,-1,1
621788,-3.5473,1.03795,18.0333,1.94177,411,11,0,87.8203,14.75,1.08594,9,1
649144,-3.75829,1.25212,26.8569,2.88432,211,10,3,60.8176,0.466797,1.74219,-1,0
649144,0.970461,5.12681,7.73654,2.69574,211,10,0,60.8176,1.02005e+10,1.74219,672,0
665459,-3.2389,0.36742,4.69284,-2.44709,211,10,3,25.2914,0.178711,2.1875,-1,1
665459,-3.37058,0.480244,6.99469,-2.38619,211,10,0,25.2914,29.625,2.1875,7.25,1
785647,-3.16982,0.431749,5.14759,2.27524,211,11,3,136.237,0.0805664,2.625,-1,1
785647,-3.4323,0.598743,9.27459,2.27081,211,11,0,136.237,1200,2.625,31.125,1
789426,-3.01289,0.9858,10.0528,-1.71675,321,12,3,46.5412,0.0869141,0.306641,-1,1
789426,-3.17995,1.04343,12.5667,-1.84052,321,12,0,46.5412,29.25,0.306641,26.875,1
809743,-3.51133,0.545334,9.14051,1.96814,321,10,2,101.717,24.625,-1,7.5,1
809743,-2.9992,0.532259,5.35432,1.90316,321,10,4,101.717,0.122559,-1,-1,1
833424,-3.06129,0.246036,2.6328,2.0051,321,10,3,19.6654,0.308594,1.16406,-1,1
833424,-2.92547,0.487213,4.55463,2.33895,321,10,0,19.6654,992,1.16406,25.25,1
888254,-2.99504,0.397863,3.98582,-0.560562,211,10,3,18.0193,0.597656,0.832031,-1,0
888254,-3.01415,0.620465,6.33523,-0.412104,211,10,0,18.0193,12.5625,0.832031,3.17188,0
942563,-3.96239,0.185558,4.88032,-1.36831,211,10,3,6.94917,0.151367,2.48438,-1,1
942563,-3.48533,0.46095,7.52821,-1.98629,211,10,0,6.94917,1496,2.48438,48.5,1
1015972,-2.50242,0.405264,2.49114,0.701952,211,11,3,101.493,0.126953,0.683594,-1,1
1015972,-3.08609,0.508315,5.57547,1.07973,211,11,0,101.493,80,0.683594,30.625,1
1064953,-3.40328,0.297005,4.46932,1.63612,211,10,3,35.7335,0.15332,0.227539,-1,1
1064953,-3.65361,0.356298,6.88364,1.86441,211,10,0,35.7335,17.25,0.227539,3.65625,1
1092551,5.24445,0.0815741,7.72983,-3.02699,321,10,2,93.9463,5.92445e+07,-1,78,1
1092551,-3.33066,0.311673,4.36224,-1.62183,321,10,4,93.9463,0.15918,-1,-1,1
1095108,-3.56283,0.387842,6.8437,-2.30109,211,11,2,85.0605,140,-1,7.5625,1
1095108,-3.56335,0.225427,3.97985,-1.20111,211,11,4,85.0605,0.0446777,-1,-1,1
1100753,-3.1198,0.192192,2.18004,-2.98174,321,13,3,60.8547,0.139648,5.21875,-1,1
1100753,-3.5042,0.474954,7.90438,-2.90694,321,13,0,60.8547,712,5.21875,7.09375,1
1157079,-3.49707,0.420059,6.94124,0.974627,211,11,2,49.3682,11.4375,-1,5.8125,1
1157079,-3.1352,0.350235,4.03412,1.1723,211,11,4,49.3682,0.223633,-1,-1,1
