ID,eta,pt,p,phi,motherPDG,nClusters,pDca,chi2,chi2MatchMCHMID,chi2MatchMCHMFT,isPrompt
1420087,-3.25629,0.830495,10.7929,-0.203629,211,12,23.662,0.243164,0.443359,-1,1
1479498,-3.4372,0.351648,5.47372,2.87267,211,10,84.5013,0.074707,0.964844,-1,1
1487093,-2.98162,0.282113,2.78874,-0.195606,211,9,53.5617,0.291016,3.17188,-1,1
1517824,-3.17755,0.308969,3.7122,-3.00606,211,10,128.257,0.11377,1.36719,-1,1
1584357,-3.78832,0.21083,4.65982,-1.434,211,10,4.25674,0.166016,2.1875,-1,0
1608727,-2.54478,0.596346,3.82223,0.455663,211,9,228.955,0.118652,2.9375,-1,1
1616802,-2.97286,0.312505,3.06237,0.852405,321,10,112.596,0.157227,1.26562,-1,1
19831,-3.46936,0.186572,2.99889,-0.304001,211,11,65.5422,0.269531,3.67188,-1,1
23574,-3.41842,0.325079,4.9662,-1.88078,211,10,57.7433,0.178711,0.357422,-1,0
64767,-2.91137,0.247702,2.28337,2.38428,211,11,76.7201,0.310547,12.75,-1,1
69370,-2.98598,0.179775,1.78484,0.980989,321,10,47.9568,0.746094,5.53125,-1,1
131253,-2.91235,0.259438,2.39389,0.261451,321,9,128.932,0.0986328,2.40625,-1,1
157382,-4.17077,0.123522,4.00094,-1.26432,321,10,16.8192,3.95312,0.667969,-1,1
211276,-3.5032,0.709571,11.7972,-3.13666,211,10,172.577,0.129883,0.0913086,-1,1
232242,-3.85398,0.324899,7.66789,1.30979,421,11,54.6288,0.147461,0.5625,-1,0
241902,-2.92249,0.357729,3.33427,2.86174,411,10,118.848,0.183594,2.9375,-1,1
242689,-3.09745,0.883902,9.80535,-1.34486,211,11,72.8004,0.1875,0.263672,-1,0
260472,-3.99375,0.223997,6.07886,-0.267735,321,10,18.2708,0.137695,0.660156,-1,1
327616,-3.75436,0.276216,5.9014,0.396304,211,11,48.0407,0.0639648,0.081543,-1,1
353791,-3.08406,0.533994,5.84531,0.532639,211,10,71.9126,0.183594,0.542969,-1,0
381139,-3.64943,0.184771,3.55487,2.06452,321,10,48.2408,0.289062,0.667969,-1,1
430242,-3.03273,0.644735,6.70587,2.24075,211,10,58.2748,0.15332,0.204102,-1,1
563261,-2.41854,0.599576,3.39314,0.489029,211,9,28.9173,0.0922852,0.75,-1,1
594790,-3.97695,0.245475,6.55082,-2.19093,211,10,52.2765,0.0397949,0.417969,-1,1
611894,-2.81666,0.798908,6.70314,-2.34409,411,11,38.8876,0.144531,0.242188,-1,1
653081,-2.68283,2.2608,16.611,2.31212,431,10,123.614,0.0898438,0.261719,-1,0
683970,-3.31611,0.283245,3.90725,-2.88889,211,10,73.3447,0.186523,0.648438,-1,1
845069,-3.16463,0.243288,2.88567,-2.26252,211,10,63.1346,0.163086,0.660156,-1,1
867822,-2.56061,0.423841,2.75941,0.285448,321,10,38.852,0.0942383,4.15625,-1,1
910328,-3.83977,0.16069,3.73898,2.67485,211,11,44.4042,0.652344,0.871094,-1,0
954296,-3.12403,0.673795,7.67514,1.27103,211,10,108.906,0.149414,1.45312,-1,0
957627,-3.87925,0.268625,6.5019,1.54418,431,9,22.843,0.0952148,0.351562,-1,1
963087,-3.71028,0.566724,11.5866,-0.103573,321,12,59.9088,0.0888672,1.21094,-1,1
1100081,-3.38598,0.230709,3.41228,-0.619382,321,11,71.6687,0.214844,2.79688,-1,1
1102538,-3.29742,0.246302,3.33491,0.342073,211,10,72.927,0.306641,1.78906,-1,0
1138191,-3.37647,0.693767,10.1641,3.09184,321,10,98.1423,0.131836,1.53125,-1,1
1219334,-2.76615,0.272051,2.171,-1.03569,211,10,68.5228,0.126953,4.34375,-1,1
1225895,-3.50844,0.318309,5.31992,-0.855949,211,10,38.3948,0.839844,0.832031,-1,1
64598,-3.35438,0.370578,5.31088,2.74157,211,10,30.7003,0.0913086,0.425781,-1,1
120232,-3.62294,0.287116,5.37975,-2.62753,211,10,30.4121,0.265625,0.265625,-1,1
120486,-2.89064,0.285694,2.57986,-0.576601,211,10,83.0646,0.112305,1.78125,-1,1
146566,-2.55306,0.269758,1.74321,-2.61008,321,9,78.1573,0.271484,5.1875,-1,1
166090,-3.12971,0.281764,3.22777,-0.748036,211,8,87.9365,1.33594,2.04688,-1,1
195252,-3.25437,0.511042,6.62872,-0.188323,321,12,127.147,0.265625,0.660156,-1,1
198309,-3.52101,0.615246,10.4125,-0.159345,321,11,18.2668,0.138672,0.6875,-1,1
259012,-2.82515,0.423797,3.58592,-0.312365,321,10,38.9385,0.097168,0.921875,-1,1
372219,-3.16096,0.340709,4.02642,-0.359929,211,10,53.6954,0.188477,0.523438,-1,1
399368,-3.90843,0.171798,4.28128,-2.28348,411,10,31.944,0.0844727,0.192383,-1,1
402063,-3.622,0.242252,4.53485,2.00629,211,13,26.1595,0.126953,0.734375,-1,1
535298,-2.85416,0.548437,4.77619,-0.79602,211,11,69.4291,0.103027,1.54688,-1,1
556526,-3.30391,0.235646,3.21134,-2.23816,211,10,39.5402,0.257812,2.35938,-1,1
733207,-3.032,0.541048,5.62334,-0.0119466,211,10,206.416,0.168945,1.47656,-1,1
811255,-3.77432,0.28764,6.26927,2.17755,211,11,76.1672,0.12207,0.78125,-1,0
972008,-3.51444,0.486634,8.182,-0.570753,211,12,44.4329,0.0393066,0.464844,-1,1
982406,-3.08916,0.340652,3.74789,-1.01639,321,10,43.8691,0.154297,1.45312,-1,1
1037734,-3.29787,0.258358,3.4997,2.40828,211,12,66.0344,0.196289,1.80469,-1,1
1043177,-3.12347,0.39887,4.54098,-2.1641,211,10,95.2798,0.0893555,0.714844,-1,1
1055143,-2.54736,0.315271,2.02587,1.29351,211,11,14.8485,0.271484,1.60156,-1,0
1125380,-3.75603,0.209686,4.48746,-2.58105,211,11,31.3322,0.102539,0.449219,-1,1
1217301,-3.86329,0.53316,12.7006,-2.69455,411,11,69.635,0.168945,0.185547,-1,1
1275459,-3.46056,0.494626,7.88091,-0.780811,211,10,90.9353,0.100098,0.890625,-1,0
1288425,-3.4599,0.280836,4.47163,-2.65578,211,11,62.8727,0.0966797,0.137695,-1,1
4063,-2.93309,0.965014,9.08988,-1.47525,211,9,100.984,0.105957,0.10498,-1,1
108552,-3.24509,0.395214,5.07909,-0.560518,130,11,37.6082,0.154297,0.324219,-1,1
245879,-3.45303,0.300646,4.75437,2.42539,211,10,52.6838,0.285156,1.89844,-1,1
430365,-3.35791,0.969238,13.9396,2.56237,211,9,196.293,0.140625,0.515625,-1,1
452219,-3.18921,0.323641,3.93392,-0.641766,321,11,59.0585,0.149414,2.90625,-1,1
563792,-2.87774,0.304603,2.71559,-0.246423,211,11,29.5851,0.152344,2.46875,-1,1
674488,-3.03071,0.521219,5.41029,-1.95997,211,11,190.03,0.0612793,0.957031,-1,1
768233,-3.4417,0.25533,3.99235,3.01605,211,10,52.7313,0.138672,0.326172,-1,1
781430,-4.58192,0.0470631,2.29931,2.82842,211,11,58.3218,0.298828,2.34375,-1,1
805535,-3.19972,0.708528,8.703,0.374317,321,11,15.2618,0.0820312,0.53125,-1,1
926353,-3.38725,0.226825,3.35909,0.14827,211,10,84.0873,0.126953,3.51562,-1,1
931669,-2.9513,0.303228,2.90843,2.63497,211,11,36.4686,0.147461,2.75,-1,1
1060660,-3.72239,1.11874,23.1509,-0.120466,4122,10,55.0966,0.100586,2.5,-1,1
1225011,-3.14057,0.497087,5.75633,2.17973,421,11,147.479,0.132812,0.511719,-1,1
1278744,-2.62164,0.638205,4.41348,2.95849,211,8,63.5273,2.625,0.785156,-1,1
1292914,-2.57398,0.362093,2.38877,-2.07396,211,10,19.1582,0.371094,8.1875,-1,1
1322932,-3.34888,0.71671,10.2152,2.99513,411,10,113.094,0.0878906,0.65625,-1,1
1372052,-3.06094,0.513702,5.49519,-0.58917,211,10,72.2136,0.0712891,0.0136719,-1,1
1393393,-2.60149,0.608482,4.1249,-1.20631,211,10,209.117,0.150391,0.386719,-1,1
1469903,-2.90172,0.736029,6.72004,0.148277,211,10,161.108,0.036377,2.0625,-1,1
1610916,-2.73275,0.314811,2.43036,-2.42264,211,10,57.3755,0.12793,0.285156,-1,0
119335,-2.71928,0.243722,1.8566,2.07578,321,10,72.0314,0.15332,2.85938,-1,1
148936,-3.00184,0.267503,2.69806,1.00495,321,10,31.2023,0.412109,3.84375,-1,1
164845,-2.94814,0.884665,8.45871,-2.98087,411,10,113.297,0.0756836,0.710938,-1,1
165882,-2.98492,0.422747,4.1927,0.718885,211,9,123.425,1.79688,0.613281,-1,1
167599,-3.15149,0.370143,4.33321,0.956821,321,11,19.8604,0.246094,0.279297,-1,1
169116,-3.60568,0.26013,4.79077,-0.0625807,211,10,34.576,0.0554199,0.910156,-1,1
193503,-2.48744,0.599663,3.63202,-0.94148,211,9,56.3016,0.223633,0.589844,-1,1
192673,-3.56669,0.462877,8.19931,2.43156,421,10,92.3032,0.157227,0.609375,-1,0
238344,-2.80363,0.37609,3.11498,-0.69874,211,10,31.0479,0.124023,0.773438,-1,0
245640,-3.80523,0.527529,11.8582,-0.164909,421,10,111.171,0.0294189,0.355469,-1,1
260838,-2.97022,0.235809,2.30473,0.445816,211,10,32.7968,0.0874023,1.67969,-1,0
417242,-3.50097,0.332387,5.5139,2.95473,321,12,127.907,0.261719,1.22656,-1,1
421745,-4.06308,0.62023,18.0394,-1.9522,411,11,24.1826,0.0698242,0.131836,-1,1
473129,-3.06874,0.608482,6.5598,2.70061,211,10,68.5585,0.0766602,1.17969,-1,1
481411,-2.66175,0.581281,4.18264,-2.61586,321,12,50.8489,0.167969,1.46094,-1,1
560661,-4.93946,0.0582149,4.06636,2.15572,211,10,74.7263,0.146484,1.5,-1,1
585773,-3.30228,0.71446,9.7207,0.108784,411,11,266.751,0.123047,2.64062,-1,1
620595,-3.3769,0.539657,7.90975,-2.43193,421,11,181.025,0.105469,0.453125,-1,1
646585,-3.54822,0.847069,14.7306,0.423567,411,10,92.1895,0.0913086,0.227539,-1,1
697407,-3.34539,0.218593,3.10477,0.518778,211,11,62.3743,0.240234,2.46875,-1,1
710243,-2.67934,0.370914,2.71584,0.135627,211,10,63.7753,0.0634766,1.14844,-1,1
911535,-2.21057,0.539196,2.48853,-0.701344,211,9,107.344,3.17188,2.07812,-1,1
939928,-3.12322,0.25186,2.86659,-2.93062,211,11,42.0068,0.129883,0.8125,-1,1
960849,-3.25088,0.468972,6.06191,0.206594,321,11,63.5032,0.494141,1.53906,-1,1
1040433,-3.89817,0.722845,17.8299,-2.20943,211,10,91.0372,0.0603027,1.41406,-1,1
1087105,-3.55555,0.547447,9.59009,-1.25558,321,12,138.091,0.185547,0.664062,-1,1
1100218,-3.69607,0.183217,3.69305,2.58041,211,10,8.37772,0.3125,1.95312,-1,1
1175688,-3.04221,0.355525,3.73288,2.3062,211,10,108.693,0.186523,0.667969,-1,0
1187238,-3.77768,0.155753,3.40611,-2.95995,321,10,97.5741,0.206055,0.796875,-1,1
1189593,-3.48742,0.436069,7.13673,-2.80762,321,10,52.2924,0.241211,1.30469,-1,1
1217445,-4.08251,0.266736,7.91022,0.213301,211,10,74.7014,0.0722656,0.527344,-1,0
1250060,-3.14884,0.38832,4.534,2.7199,211,11,54.887,0.157227,1.71875,-1,1
1265067,-2.35517,0.681644,3.62458,-1.93493,321,11,87.6195,0.710938,1.125,-1,1
43771,-2.8143,1.0203,8.54068,0.197549,211,10,293.636,0.226562,0.644531,-1,1
176267,-3.06188,0.681814,7.30033,-0.382575,431,11,77.8116,0.237305,2.48438,-1,1
377151,-3.23043,0.238334,3.01851,-0.365439,211,8,57.412,0.196289,1.14844,-1,1
393970,-3.41551,0.195364,2.9759,-2.64513,431,11,61.5814,0.152344,3.42188,-1,1
483360,-3.84172,0.279476,6.51554,-2.46302,211,10,6.22072,0.167969,0.449219,-1,1
574389,-3.16767,0.203154,2.41695,-3.11068,211,10,68.4301,0.433594,1.78125,-1,1
599108,-2.99754,0.199922,2.00783,-2.20189,321,9,40.5641,0.234375,5.3125,-1,1
625448,-3.17417,0.300227,3.59505,-0.384434,321,11,78.8457,0.174805,1.42188,-1,1
631316,-3.10331,0.560942,6.2591,1.25007,211,12,69.2429,0.251953,0.443359,-1,0
635446,-3.49207,0.340936,5.6057,0.0321925,321,9,14.1826,0.151367,1.52344,-1,1
776834,-3.38433,0.188235,2.77951,0.995721,321,10,50.5242,0.316406,0.296875,-1,1
816987,-3.94262,0.472325,12.1796,2.9211,211,11,84.7324,0.176758,0.496094,-1,1
954318,-3.5652,0.63975,11.3156,-1.93224,211,10,78.3927,0.0825195,0.59375,-1,1
963595,-2.85116,0.594442,5.1614,-2.34407,321,10,88.58,0.194336,0.953125,-1,1
994621,-3.67169,0.367025,7.22009,-0.161342,211,10,81.5697,0.204102,0.498047,-1,1
1076741,-3.08547,0.526749,5.77408,2.80816,211,10,58.1138,0.0727539,0.550781,-1,1
1114640,-3.78402,1.03861,22.8573,-0.207601,411,10,57.8718,0.139648,1.58594,-1,1
1123733,-2.31819,0.515512,2.64348,-0.229389,211,10,189.06,0.369141,4,-1,1
1250376,-3.81043,0.880009,19.8846,-0.81419,211,12,206.73,0.0612793,0.503906,-1,1
1255153,-2.74698,0.442572,3.46523,2.60301,211,10,45.8121,0.140625,1.55469,-1,1
1258830,-3.29073,0.731886,9.84373,-3.13623,211,12,8.403,0.111328,0.271484,-1,1
218090,-3.52794,0.258667,4.40811,-1.27896,321,13,45.4679,0.239258,0.376953,-1,1
280639,-2.20603,0.551798,2.53545,-2.14529,321,9,97.3197,0.235352,5.21875,-1,1
353776,-3.27345,0.33263,4.39737,-0.822565,321,11,78.4895,0.166016,0.882812,-1,1
365393,-2.72798,0.503194,3.86636,-0.28659,321,10,53.747,0.996094,0.808594,-1,1
450610,-3.36984,0.952115,13.8573,0.841727,321,11,71.9669,0.0593262,0.785156,-1,1
614868,-2.85679,0.25217,2.20183,2.07932,211,10,39.2599,0.249023,7.84375,-1,1
615710,-3.18534,1.19836,14.5103,1.72022,511,12,133.033,0.0563965,0.204102,-1,1
711704,-3.49182,0.202833,3.33419,2.43769,211,10,30.0525,0.217773,1.47656,-1,1
716991,-2.75488,0.247792,1.95542,-2.31169,211,10,47.236,0.289062,9.3125,-1,1
777055,-2.50312,0.549283,3.37873,-2.03225,211,10,151.511,0.111816,1.19531,-1,1
836700,-3.82506,0.51184,11.7358,-2.71976,321,10,44.6669,0.130859,0.972656,-1,1
865028,-3.41413,0.257044,3.91007,2.02232,211,10,91.8904,0.145508,0.5,-1,0
887503,-2.53484,0.705659,4.47872,2.05291,321,10,72.6316,0.166016,0.605469,-1,1
893557,-3.31625,0.280375,3.8682,-1.06456,321,10,69.6342,0.550781,0.507812,-1,1
921304,-3.7473,0.168893,3.58308,2.54622,321,10,17.1746,0.230469,0.871094,-1,1
966620,-3.68449,0.734511,14.6352,-0.550562,211,12,87.9591,0.0766602,0.392578,-1,1
968800,-3.36515,0.183661,2.66055,0.0408957,211,10,76.8768,0.511719,2.20312,-1,1
1011874,-3.51037,1.57842,26.431,1.4176,411,10,10.0701,0.0625,0.296875,-1,1
1044748,-3.84844,0.311246,7.30514,-1.71954,321,12,41.3783,1.9375,0.225586,-1,1
1091808,-3.09665,0.255664,2.83391,-0.13944,211,9,90.3507,0.161133,1.00781,-1,1
1187098,-3.5278,0.108165,1.84304,-2.15745,321,11,38.1486,0.259766,2.375,-1,1
1192292,-3.65901,0.106878,2.07603,2.61394,211,11,31.4921,0.820312,2.28125,-1,1
1269887,-3.0015,0.586022,5.90866,0.0549893,211,10,9.01576,0.18457,0.120117,-1,1
1278606,-3.9985,0.474019,12.9253,-1.94131,211,10,49.58,0.078125,0.202148,-1,0
7398,-3.52037,1.16479,19.7006,1.83401,321,10,197.698,0.0693359,0.59375,-1,1
423544,-3.55697,0.753426,13.2171,-1.1168,511,12,74.673,0.1875,0.182617,-1,1
426010,-2.58525,0.555089,3.70297,-0.30773,211,9,224.57,0.492188,0.197266,-1,1
441379,-3.1061,1.181,13.2145,0.386341,113,10,23.2969,0.10498,0.0776367,-1,1
556507,-3.15974,0.407481,4.80968,-0.965553,211,11,63.2353,0.19043,0.9375,-1,1
829973,-3.18177,0.637411,7.69064,0.411418,211,11,154.199,0.165039,0.761719,-1,1
906915,-3.52026,0.241909,4.09102,-0.661203,211,10,8.16356,0.132812,0.617188,-1,1
912706,-2.70858,0.6658,5.01835,-0.668245,321,11,54.4193,0.180664,0.992188,-1,1
983106,-2.36016,0.47817,2.55512,2.51795,211,11,81.5875,0.373047,0.416016,-1,0
1042472,-3.24725,0.304558,3.92247,0.645948,211,9,51.2635,0.0500488,2.01562,-1,1
1082989,-3.26092,0.196037,2.55945,-1.18044,211,10,69.701,0.181641,3.07812,-1,1
1087865,-2.79004,0.301798,2.46615,0.359318,421,10,18.6033,0.287109,3.20312,-1,1
1102321,-3.30817,0.185979,2.54526,0.727767,321,10,72.3364,0.0654297,0.699219,-1,1
1180613,-3.42688,0.300161,4.62444,1.12424,511,11,76.1531,0.474609,2.53125,-1,1
1308807,-3.02303,0.545442,5.61866,1.34566,211,10,186.876,0.251953,0.949219,-1,0
1412919,-3.26478,0.860685,11.2804,0.86716,223,10,197.441,0.129883,1.32812,-1,1
1414296,-3.09186,0.328416,3.623,-0.0666661,321,11,44.1586,0.12793,0.361328,-1,1
1469797,-3.1871,0.173765,2.10772,-2.13182,211,11,29.334,0.191406,1.08594,-1,1
1549285,-3.50379,0.262345,4.36427,0.843225,411,10,36.1735,0.296875,0.953125,-1,1
1555367,-3.32497,0.181786,2.52992,-0.098042,321,10,21.663,0.239258,3.23438,-1,1
1621137,-2.54382,0.320601,2.05294,2.76229,211,10,88.9225,0.277344,6.0625,-1,1
21979,-3.48303,0.426978,6.95735,-2.36268,211,10,77.1021,0.146484,0.149414,-1,0
37838,-2.71469,0.582273,4.41542,3.11741,321,10,55.3784,0.298828,2.78125,-1,1
39892,-3.99988,0.143952,3.93058,0.169501,211,10,46.6628,0.139648,0.0893555,-1,1
51133,-2.63053,0.39017,2.72205,-0.737784,211,11,92.7919,0.191406,3.10938,-1,0
54146,-3.51792,0.533924,9.00832,0.135304,211,9,130.866,0.104492,0.181641,-1,1
99411,-3.55366,0.750527,13.1228,2.9432,421,10,40.2924,0.103516,0.914062,-1,1
101871,-3.5282,0.248303,4.23256,-1.27893,211,10,13.8639,0.0932617,1.72656,-1,1
183276,-2.68017,0.356732,2.61416,2.62741,211,9,7.64926,0.738281,1.32812,-1,1
265326,-2.52615,0.566764,3.56643,1.90834,211,12,17.2133,0.294922,2.17188,-1,1
346448,-2.91879,1.29702,12.0447,-0.149479,421,10,21.953,0.384766,0.246094,-1,1
349959,-2.72668,0.596563,4.57785,-2.49194,211,11,246.682,0.131836,1.00781,-1,1
379333,-2.65692,0.263205,1.88487,0.769934,211,9,24.5401,0.375,0.296875,-1,1
435701,-3.32075,0.348596,4.83106,-3.00177,321,10,32.6765,0.203125,0.746094,-1,1
455081,-2.80271,0.291219,2.40984,2.23293,321,10,31.8208,0.261719,1.03125,-1,1
505808,-3.17879,0.24063,2.8947,-0.129246,321,12,42.2539,0.335938,0.984375,-1,1
533252,-3.12812,1.15024,13.1557,0.361124,211,10,61.3616,0.0825195,0.84375,-1,1
565153,-2.35101,0.457449,2.42252,1.26018,211,10,211.233,0.324219,0.0952148,-1,1
571942,-3.04133,0.290599,3.04851,-0.402404,211,10,27.194,0.308594,2.01562,-1,1
607008,-3.02007,1.0276,10.5542,-0.581794,211,10,264.379,0.0605469,0.182617,-1,1
654839,-3.17521,0.937729,11.2404,1.37055,321,10,124.22,0.207031,0.200195,-1,1
756170,-3.5328,0.644228,11.032,-1.21026,211,10,32.1223,0.0986328,0.425781,-1,1
783858,-2.92717,0.446577,4.18179,-2.7202,211,13,24.9825,0.10498,0.498047,-1,1
798573,-3.5272,1.33911,22.8036,-2.4317,321,10,287.36,0.0620117,0.443359,-1,1
897576,-3.54124,0.329738,5.69433,0.0463195,321,10,43.5386,0.11377,0.404297,-1,1
904137,-3.08069,0.21533,2.34918,-2.3924,211,10,43.0724,0.209961,2.98438,-1,1
904411,-3.55561,1.05724,18.5216,2.83327,321,10,65.1923,0.147461,0.0864258,-1,1
956316,-3.50208,0.225551,3.74579,1.86951,321,11,62.299,0.0578613,3.20312,-1,1
1006600,-3.75068,0.495464,10.5468,-2.81261,321,11,101.556,0.0595703,0.683594,-1,1
1086443,-3.67965,0.18404,3.64931,2.33885,211,10,96.9381,0.158203,0.310547,-1,1
1143392,-3.04275,0.336704,3.53714,2.45546,321,11,59.9364,0.259766,2.5,-1,1
1214320,-2.98588,0.202933,2.01456,-0.764471,130,9,47.9369,0.203125,3.78125,-1,1
1245135,-2.7115,0.312911,2.36533,2.90259,211,10,12.3905,0.182617,2.90625,-1,1
1260172,-2.63556,0.327261,2.29455,0.687462,321,11,133.172,0.75,5.53125,-1,1
34968,-3.71471,0.289082,5.93646,-2.43863,321,10,48.0135,0.193359,0.578125,-1,1
37810,-3.05506,0.2742,2.91606,2.61435,321,11,71.7,0.117188,0.0524902,-1,1
61172,-3.48441,0.228266,3.72458,-2.81722,211,11,31.1873,0.231445,2.85938,-1,1
90714,-3.91611,0.105818,2.65732,0.350543,211,11,79.4072,0.125977,4.15625,-1,1
177164,-3.45107,0.391176,6.17392,-0.497008,211,11,14.8671,0.182617,1.30469,-1,1
222431,-3.12307,0.331017,3.76696,0.427544,421,10,144.099,0.186523,6.4375,-1,1
259565,-2.96428,0.329817,3.20456,2.75191,321,13,90.1945,0.100098,1.82812,-1,1
265395,-3.09839,0.69518,7.71909,2.52606,421,10,79.1146,0.123535,1.60156,-1,1
291199,-3.31726,0.36742,5.07423,-2.98907,321,10,9.60869,0.130859,0.435547,-1,1
467577,-2.80156,0.808527,6.68292,-0.694083,321,11,9.18312,0.149414,1.28906,-1,1
533099,-3.01262,0.434174,4.42637,-1.81592,321,11,70.3411,0.166992,1.94531,-1,1
546883,-2.52975,0.298847,1.88723,2.19359,211,11,63.433,0.339844,4.46875,-1,1
555937,-2.52708,0.388947,2.44974,-0.414372,211,11,42.4903,0.200195,0.519531,-1,1
564974,-2.3195,0.399415,2.05078,2.28895,321,10,110.572,0.828125,0.515625,-1,1
616315,-3.01771,0.777377,7.96551,-0.237811,211,10,80.723,0.207031,1.20312,-1,1
779654,-3.27671,0.255266,3.38562,0.436349,321,8,45.7653,0.141602,1.60156,-1,1
817700,-2.91161,0.346531,3.19516,2.45083,211,10,98.3619,0.353516,0.302734,-1,1
846080,-2.23029,0.492959,2.31939,-0.689709,211,10,170.141,0.104004,1.42188,-1,1
887066,-2.83577,0.20775,1.7765,-2.27234,211,9,24.4892,0.699219,2.65625,-1,0
1045406,-3.56399,0.476889,8.42475,2.00546,211,10,99.5778,0.134766,0.796875,-1,0
1173111,-3.37373,0.615477,8.99254,-1.96671,411,11,134.017,0.0966797,0.5625,-1,1
1196188,-2.16284,0.418814,1.84505,2.56201,211,9,98.228,0.222656,2.0625,-1,1
1249809,-2.55862,0.589056,3.82751,-0.445398,321,10,90.2999,0.176758,0.734375,-1,1
216536,-2.57472,1.09643,7.23859,0.659958,321,10,81.7428,0.259766,1.65625,-1,1
475049,-2.95626,0.96581,9.30937,-1.78729,411,11,44.8882,0.117188,0.640625,-1,1
533048,-3.45103,0.413278,6.52244,-0.770051,211,10,24.647,0.1875,1.28125,-1,1
537416,-3.06497,0.618871,6.64683,-0.103094,15,10,53.8761,0.0996094,0.429688,-1,0
626289,-3.79606,0.14376,3.2021,-0.15661,211,10,49.4892,0.179688,2.67188,-1,1
626734,-3.37174,0.259569,3.78496,-0.452295,211,10,51.5346,0.236328,0.992188,-1,1
694360,-3.29363,0.261759,3.53081,-2.73288,211,11,70.5786,0.279297,2.67188,-1,1
735596,-3.19757,0.267363,3.27706,0.164711,321,12,47.022,0.119141,1.13281,-1,1
761064,-3.04514,0.582273,6.13149,2.05986,130,11,126.798,0.275391,1.07812,-1,0
798892,-3.53374,0.234298,4.01598,0.715099,211,9,40.6537,3.125,0.960938,-1,1
891005,-2.81001,1.70153,14.1824,-0.110677,511,11,73.8549,0.119141,0.322266,-1,1
896959,-3.09703,1.11251,12.3363,-3.0321,211,10,331.408,0.074707,1.24219,-1,1
1005417,-3.01566,0.491894,5.02999,-2.49299,211,13,117.435,0.214844,0.143555,-1,0
1011492,-3.00174,0.426045,4.29671,-0.780502,211,10,107.743,0.244141,1.75781,-1,1
1015660,-2.24454,0.397477,1.89637,2.48006,321,10,95.2932,0.204102,3.78125,-1,1
1135221,-2.3328,0.877464,4.56446,0.976787,211,10,361.249,0.150391,0.5,-1,1
1141620,-3.47345,1.61276,26.0289,-0.967169,211,13,39.1247,0.0473633,0.144531,-1,1
1158613,-3.78774,0.295463,6.52663,-0.689057,211,10,58.2178,0.193359,1.07031,-1,1
1180066,-3.48179,0.302444,4.92209,2.30231,411,10,39.7227,0.233398,2.07812,-1,1
1188094,-2.75525,0.436348,3.44465,-1.91601,321,9,100.028,0.25,0.496094,-1,1
1230500,-2.60505,0.71031,4.83217,-2.28424,211,12,237.485,0.0698242,0.365234,-1,0
1256612,-3.04576,0.246658,2.59899,-2.08652,321,11,66.1956,0.314453,7.34375,-1,1
1300578,-3.0045,0.202833,2.05121,-2.37843,211,11,55.3024,0.137695,4.46875,-1,1
1450386,-4.06914,0.195906,5.73258,0.244298,211,10,67.1816,0.277344,0.365234,-1,1
1473522,-2.89708,0.699633,6.35836,-2.74866,411,10,103.01,0.0422363,1.21875,-1,0
1493312,-3.09396,0.284346,3.14339,-0.718259,211,11,20.2753,0.166016,0.0942383,-1,1
1519680,-2.53089,0.457909,2.89497,0.840402,211,10,172.969,0.120117,2.0625,-1,1
1524466,-2.58358,0.335325,2.23326,0.41803,211,10,81.3386,0.279297,3.07812,-1,1
1644138,-2.85721,0.573348,5.00829,0.0102906,211,11,147.145,0.0883789,1.03125,-1,1
1651365,-2.70147,0.290064,2.17094,0.936729,221,11,59.8716,0.542969,0.742188,-1,1
1773333,-3.38786,0.280779,4.16064,-0.71729,211,11,28.4801,0.273438,1.17969,-1,0
167905,-3.4018,0.171252,2.57319,-2.81676,211,13,46.5549,0.283203,0.828125,-1,1
221790,-3.60972,0.327785,6.06122,1.8457,211,12,48.7971,0.154297,0.275391,-1,1
274244,-3.28693,0.252637,3.38507,0.482586,211,10,4.56828,0.257812,0.980469,-1,0
299778,-2.84291,1.09636,9.44183,2.55979,321,11,141.018,0.0922852,0.351562,-1,1
303826,-3.37951,0.554863,8.15383,-2.61375,321,11,41.7267,0.131836,0.796875,-1,1
380802,-3.01092,0.346297,3.52449,-0.767607,321,9,114.252,0.433594,0.746094,-1,1
428253,-2.97766,0.354571,3.49122,-2.83656,211,11,92.2024,0.115234,1.47656,-1,1
459543,-3.18746,0.317988,3.85848,2.94349,223,11,73.863,0.116699,0.984375,-1,1
479231,-3.76681,0.217341,4.70161,1.65038,211,11,35.7801,0.137695,3.0625,-1,1
523789,-3.62933,0.233125,4.39604,2.82286,211,9,19.3752,0.0625,1.55469,-1,1
608704,-2.93764,0.217826,2.0611,2.48517,211,11,39.9464,0.267578,1.90625,-1,1
644509,-3.5818,0.284959,5.12439,-0.951382,321,10,19.8254,0.0578613,1.01562,-1,1
645489,-4.38984,0.0750293,3.02519,1.91972,321,10,66.9108,0.0932617,0.291016,-1,1
653627,-3.78665,1.84214,40.6479,2.82067,211,9,266.606,0.332031,0.839844,-1,1
731228,-2.983,0.383736,3.79853,2.86125,211,9,74.6785,0.0922852,0.6875,-1,0
857518,-3.15852,0.31303,3.69034,-1.98938,321,10,47.8609,0.108887,1.17969,-1,1
896956,-3.27481,0.208703,2.76281,0.514841,321,11,16.2144,0.255859,2.98438,-1,1
