ID,eta,pt,p,phi,motherPDG,nClusters,pDca,chi2,chi2MatchMCHMID,chi2MatchMCHMFT,isPrompt
1464191,-3.70823,1.19156,24.3114,-2.10755,321,10,152.378,0.121094,0.703125,-1,1
1497017,-2.85961,0.575928,5.04284,-1.2508,211,10,174.921,0.0673828,0.455078,-1,1
1547539,-3.16539,0.232648,2.76155,-2.89659,211,12,27.4311,0.324219,0.914062,-1,1
1617652,-3.04576,0.21031,2.216,0.665738,211,10,54.1662,0.144531,3.40625,-1,1
1655101,-3.06222,0.382589,4.09786,0.176252,421,12,62.3457,0.0834961,2,-1,1
1656863,-2.58804,0.349548,2.33827,-2.94038,211,11,70.2737,0.148438,2.07812,-1,1
7713,-3.95006,0.333469,8.66314,2.6974,411,9,9.09743,0.0693359,0.910156,-1,1
23359,-3.16224,0.804241,9.51647,1.85366,211,10,32.3874,0.0397949,0.832031,-1,1
67762,-3.07339,0.283578,3.07135,-2.67269,211,13,70.7361,0.194336,2.79688,-1,1
185489,-2.96252,0.333496,3.23463,-0.60295,211,10,58.8845,0.217773,0.566406,-1,1
218966,-3.40788,0.419758,6.34553,0.345338,211,11,29.1073,0.241211,1.40625,-1,1
243690,-2.9887,0.337787,3.36271,-2.87794,211,10,75.2446,0.130859,0.257812,-1,1
282439,-2.82076,0.280856,2.36609,-2.76118,211,10,43.5292,0.828125,1.04688,-1,1
371482,-3.81047,0.241995,5.46833,-0.355889,321,10,33.2585,0.213867,0.621094,-1,1
413545,-2.94906,0.43991,4.21002,-0.770924,211,10,125.543,0.108887,1.74219,-1,0
457295,-2.42863,1.13944,6.51272,2.33403,321,12,106.637,0.172852,0.648438,-1,1
516227,-3.32644,0.168103,2.34294,-3.04982,211,10,20.2753,0.503906,0.129883,-1,1
520607,-2.31769,0.426045,2.18363,-1.06606,211,11,72.8695,0.244141,0.855469,-1,1
551250,-3.09306,0.34426,3.80231,-0.715484,211,10,73.671,0.235352,0.636719,-1,1
586213,-2.95567,0.515382,4.96485,-2.23768,411,10,131.361,0.139648,1.75,-1,1
709695,-3.53149,0.185743,3.17658,-0.156626,211,11,36.785,0.294922,1.07812,-1,1
712471,-3.61226,0.877934,16.2754,-2.35866,211,9,26.6161,0.0786133,0.589844,-1,1
717929,-3.51342,0.622492,10.4556,-2.45275,211,9,128.597,0.0473633,0.777344,-1,1
732218,-3.48381,0.516487,8.42241,-0.710394,511,10,125.853,0.151367,1.35156,-1,1
750341,-3.83954,0.178584,4.15436,-2.64514,211,10,10.7004,0.065918,1.73438,-1,1
797677,-3.63846,0.244013,4.6435,3.08608,511,11,28.6714,0.226562,1.77344,-1,1
842798,-2.3963,0.874933,4.84428,-1.93332,211,10,247.22,0.166016,1.26562,-1,1
1042640,-2.70243,0.448434,3.35944,2.41028,211,9,163.352,0.15332,0.488281,-1,1
1044733,-3.82245,0.660912,15.1144,-2.25019,211,11,103.234,0.0927734,0.417969,-1,1
1067541,-3.69347,0.187494,3.76949,-1.08498,321,10,47.5228,0.0664062,0.5625,-1,1
1070660,-4.37262,0.109448,4.33766,-2.37558,321,11,52.5896,0.0664062,0.796875,-1,1
1076522,-3.90427,0.275176,6.82907,-0.542784,130,10,122.176,0.103027,0.152344,-1,1
1087284,-3.43578,0.309202,4.8062,-2.96597,211,10,70.7313,0.0888672,1.25,-1,1
1091919,-4.27351,0.107824,3.87018,1.15892,211,10,43.6982,0.111816,2.70312,-1,0
1172484,-2.71946,0.983079,7.4901,-0.222195,211,11,107.253,0.134766,0.808594,-1,1
1237170,-3.70993,0.120997,2.4729,3.04308,211,10,37.1299,0.410156,1.07812,-1,1
1268938,-2.87872,0.343422,3.06466,-0.485344,321,10,51.7066,0.242188,1.22656,-1,1
155317,-3.70379,0.317126,6.44168,-2.4092,321,9,22.6833,0.124023,0.0703125,-1,1
158539,-3.0587,0.773049,8.25107,-1.9353,211,10,114.893,0.120605,0.824219,-1,1
197095,-2.84665,0.341333,2.95048,-1.02208,411,11,46.9176,0.308594,2.21875,-1,1
390808,-2.59001,0.466302,3.12537,0.312507,321,10,89.6267,0.476562,1.26562,-1,1
517867,-3.63504,0.436581,8.27969,0.355642,321,10,112.757,0.353516,1.00781,-1,1
540974,-3.30515,0.53567,7.309,-0.565845,211,10,87.1113,0.113281,2.40625,-1,1
545196,-2.21112,0.51066,2.3581,0.821582,321,10,114.68,0.324219,4.46875,-1,1
574263,-3.33598,0.51338,7.22363,2.73834,211,9,28.3267,0.120605,0.597656,-1,0
640473,-2.85945,0.515837,4.51593,-2.5928,211,9,37.9882,0.835938,0.316406,-1,1
722849,-3.02955,0.377407,3.91302,-0.0737175,211,11,34.1125,0.18457,1.42969,-1,1
766600,-3.64562,0.347148,6.65355,-2.94729,321,10,87.6392,0.105957,1.30469,-1,1
855423,-2.44332,0.4264,2.47271,-0.430393,211,10,59.7932,0.22168,1.20312,-1,0
1145282,-3.60576,0.190725,3.51283,1.89904,211,10,51.9813,0.146484,0.589844,-1,0
493818,-3.67316,0.489894,9.65125,2.71537,211,9,18.5289,0.0737305,0.15332,-1,0
495378,-3.10013,0.537956,5.98364,-1.1878,211,11,112.208,0.172852,0.335938,-1,0
502240,-3.58144,0.53112,9.54774,0.5457,211,10,34.1365,0.140625,0.335938,-1,1
546063,-2.60507,0.310939,2.11533,0.570424,211,10,115.768,0.373047,6,-1,0
546955,-3.45979,0.309132,4.92165,1.27,411,10,3.89456,0.115723,1.42969,-1,1
613683,-2.9752,0.781978,7.6808,-0.185515,211,10,276.583,0.0554199,0.400391,-1,1
678942,-3.96468,1.4173,37.3619,2.49075,411,10,198.69,0.065918,0.466797,-1,1
728039,-3.82367,0.370679,8.48739,0.516078,321,11,63.752,0.0585938,1.34375,-1,1
754694,-4.0358,0.627547,17.7614,-0.852168,321,10,40.4417,2.10938,0.75,-1,1
826866,-2.60709,0.316734,2.15907,2.59464,211,11,110.309,0.144531,5.09375,-1,1
839381,-2.55832,0.904394,5.87474,-2.47747,411,10,46.0807,0.181641,1.08594,-1,1
851966,-2.71898,1.86034,14.1672,-2.77768,411,9,28.2978,0.106934,0.275391,-1,1
857472,-2.57689,0.508094,3.36158,3.01317,211,10,186.398,0.158203,1.39062,-1,1
902893,-2.72814,0.824643,6.33726,2.07976,211,9,113.801,0.0913086,0.933594,-1,1
907783,-3.83764,0.165951,3.85318,-0.0703237,211,12,56.0584,0.304688,0.839844,-1,0
930114,-3.24157,0.406955,5.21165,0.917913,211,11,98.3408,0.0883789,1.44531,-1,0
969048,-2.36411,0.550797,2.95464,2.42814,211,11,174.42,0.0917969,1.67188,-1,1
1075731,-2.70959,0.964445,7.27659,1.02382,211,10,85.5634,0.212891,0.322266,-1,1
1119890,-3.28694,0.31583,4.23186,-1.17117,211,11,42.6635,0.0839844,1.41406,-1,1
1172548,-3.45884,0.252746,4.02011,1.1491,211,10,40.3926,0.324219,1.17188,-1,1
1262213,-4.57801,0.0533667,2.59711,-0.724306,321,10,71.448,0.136719,1.61719,-1,0
1279659,-2.84328,0.337759,2.90983,1.27868,211,10,20.9836,0.291016,2.25,-1,0
1286830,-3.93158,0.387769,9.88943,0.332785,211,13,83.5978,0.120605,1.03906,-1,1
1303660,-2.52483,0.515577,3.2401,0.06008,211,9,70.5635,0.220703,0.699219,-1,0
1316572,-3.83582,0.209578,4.85729,3.00336,211,10,51.1999,0.945312,0.871094,-1,1
1414060,-2.32114,0.441142,2.26867,1.14861,211,10,70.0942,0.976562,5.03125,-1,1
1499981,-3.17401,0.652541,7.81255,-2.33213,411,10,150,0.101074,1.21094,-1,1
1505180,-3.53545,0.497873,8.54836,-2.6459,211,9,57.3748,0.0238037,1.14062,-1,0
1627750,-2.87015,0.545697,4.82843,0.800002,211,10,140.503,0.158203,1.625,-1,1
1718936,-3.96766,0.243636,6.44168,3.10093,211,10,44.7411,0.259766,0.714844,-1,1
1727329,-2.94618,0.426533,4.07032,-3.03404,211,11,66.123,0.25,0.703125,-1,1
1759704,-2.92333,0.391026,3.64765,2.09857,211,10,60.4195,0.213867,1.86719,-1,1
1779475,-3.63047,0.963992,18.1988,-4.51651e-06,211,11,111.115,0.0441895,0.585938,-1,1
1851907,-3.58269,0.317618,5.71681,-0.695642,321,11,38.4666,0.0854492,0.730469,-1,1
1953219,-3.76541,0.142153,3.07083,2.78425,211,11,92.1736,0.146484,3.35938,-1,0
1953228,-3.38474,0.534796,7.90008,-2.16153,211,10,19.4506,0.136719,2.51562,-1,1
1961119,-3.25625,0.188339,2.44753,-0.358128,211,11,20.5846,0.416016,1.57812,-1,1
1962583,-4.07606,0.101206,2.98202,-1.01276,211,9,40.7134,0.138672,1.58594,-1,1
2052172,-2.90819,0.777451,7.14408,-1.01716,211,9,293.505,0.267578,0.804688,-1,0
24368,-2.72604,0.65197,4.99987,2.06728,211,11,234.847,0.210938,0.145508,-1,1
48659,-3.33669,0.245534,3.4573,0.0202913,321,10,66.1165,0.349609,0.617188,-1,1
76158,-4.0683,0.151222,4.42134,1.92233,211,11,38.8503,0.125977,0.445312,-1,1
101364,-2.83323,0.708712,6.04498,-0.441158,321,9,8.61082,0.265625,1.1875,-1,1
121765,-3.75171,0.37468,7.9839,-2.98793,211,10,71.5824,0.137695,0.231445,-1,1
125797,-3.28179,0.269137,3.58774,2.64231,211,10,24.1622,0.193359,0.458984,-1,1
238122,-2.74321,0.42406,3.30791,1.24069,321,10,44.191,0.535156,2.71875,-1,1
248262,-3.85077,2.05803,48.4156,-2.83997,511,8,217.572,0.0878906,1.28125,-1,1
256268,-3.76789,0.152847,3.31004,-0.00417367,211,11,24.6025,0.104004,2.15625,-1,1
257129,-2.81471,1.23756,10.3635,-0.890388,521,12,31.6338,0.136719,0.523438,-1,1
306890,-4.26491,0.311839,11.0972,2.50439,321,10,56.1799,0.0761719,0.131836,-1,1
328463,-3.7653,0.166423,3.59471,2.92932,321,10,44.946,0.231445,1.5625,-1,1
385387,-3.05547,1.72645,18.3679,0.616965,221,13,101.672,0.052002,0.494141,-1,0
385386,-2.84371,0.456531,3.93474,0.555553,221,10,36.4184,0.199219,2.375,-1,0
622749,-2.16757,0.415247,1.83778,-0.615824,211,10,155.08,0.192383,1.05469,-1,1
668141,-3.00732,0.718156,7.28298,-2.89555,531,10,252.125,0.328125,1.49219,-1,1
875155,-2.82535,0.265905,2.25038,-0.00158204,211,14,83.2274,0.168945,1.51562,-1,0
930676,-3.34372,0.233657,3.31322,-3.07644,211,11,80.5597,0.0913086,1.28125,-1,1
943303,-3.21769,0.424017,5.30239,2.84968,321,10,41.2643,0.12207,1.41406,-1,1
985120,-2.52343,0.299897,1.88208,2.86928,211,11,92.7357,0.453125,1.48438,-1,1
991082,-3.52113,0.126334,2.13833,-1.02734,211,10,5.04514,0.194336,4.625,-1,1
1027612,-3.79768,0.52641,11.7442,0.35971,211,10,59.5133,0.116699,0.189453,-1,1
1070081,-3.41716,0.54796,8.36061,2.90528,321,9,19.6399,0.097168,0.804688,-1,1
1088382,-3.52602,0.240319,4.08757,2.17892,211,11,22.0204,0.382812,0.0327148,-1,1
1101609,-3.34709,0.332414,4.72943,0.465518,211,10,41.2632,0.164062,0.882812,-1,1
1115468,-3.78278,0.136579,3.00205,-0.487749,211,11,49.5355,0.267578,2.9375,-1,1
1262308,-3.52894,0.505585,8.6246,-2.17194,211,11,20.4844,0.126953,0.416016,-1,1
37598,-3.64069,0.30182,5.75636,0.44413,211,10,22.7532,0.179688,1.28906,-1,0
84865,-3.06108,0.325286,3.48014,-2.739,211,12,82.604,0.294922,1.99219,-1,1
93677,-3.33546,0.675908,9.50558,0.44354,421,10,73.9441,0.129883,0.102539,-1,1
193160,-3.67778,0.550205,10.8896,-2.05911,211,10,94.9355,0.125,0.328125,-1,0
198602,-2.74947,0.290085,2.27691,2.77209,321,11,37.7228,0.138672,0.0966797,-1,1
250301,-3.52352,0.327759,5.56091,1.31789,211,10,49.9337,0.0986328,0.443359,-1,1
318764,-3.54915,0.144776,2.52,0.360911,411,12,26.6726,0.25,1.29688,-1,1
424409,-2.89018,0.405023,3.65575,1.91402,211,11,72.7141,0.707031,0.225586,-1,1
486746,-2.8536,0.219695,1.9122,2.59054,211,10,78.5967,1.21875,0.613281,-1,0
487671,-2.97328,0.481769,4.72307,-2.52016,211,11,166.386,0.28125,1.14062,-1,1
534375,-3.44393,0.448434,7.02736,-2.79716,321,10,46.5159,0.109375,0.640625,-1,1
602447,-3.10092,0.218407,2.43123,-1.06514,211,10,59.0674,0.0620117,1.74219,-1,1
687640,-3.28211,0.6916,9.22226,2.38067,321,10,24.959,0.124512,0.398438,-1,1
718962,-4.0964,0.841586,25.3065,1.2905,411,12,138.166,0.139648,0.106934,-1,1
761805,-2.55902,0.581653,3.78088,1.38734,211,11,48.5251,0.103027,1.01562,-1,0
807624,-3.95541,0.32005,8.35913,-1.87008,211,10,83.6438,0.151367,0.306641,-1,1
1080141,-2.82941,0.292342,2.48411,0.425962,321,11,47.3339,0.318359,2.78125,-1,1
1081395,-3.76326,1.33442,28.7646,-2.43012,211,10,136.723,0.161133,0.402344,-1,0
1094659,-2.85242,0.388762,3.37978,-2.63649,211,8,40.627,0.132812,1.86719,-1,1
1094024,-3.38326,0.465243,6.86246,-0.387218,211,10,15.8346,0.400391,1.125,-1,1
72765,-3.71483,0.369575,7.59032,-0.42046,211,11,67.6295,0.175781,0.875,-1,1
127151,-3.40893,0.975587,14.7635,-2.45985,211,10,216.239,0.0344238,0.15332,-1,1
332084,-3.45658,0.223361,3.54473,-1.90536,211,10,78.8317,0.191406,1.71094,-1,1
441666,-3.97518,0.216057,5.75561,1.64702,321,11,79.2081,0.126953,0.249023,-1,1
550982,-3.4815,0.318012,5.17392,-0.249607,211,12,83.9523,0.133789,0.863281,-1,1
641553,-3.38115,0.342303,5.03846,2.38113,211,10,47.6001,0.125,1.48438,-1,1
650982,-2.59857,0.34925,2.36073,-0.389812,211,11,54.8888,0.330078,2.6875,-1,0
655330,-3.88506,0.289225,7.04125,0.53868,411,10,26.1937,0.124512,0.257812,-1,1
675473,-2.75145,0.750252,5.90045,-2.15084,211,10,59.1237,0.601562,0.410156,-1,1
750698,-3.12442,0.470642,5.3631,-0.268713,211,12,74.7755,0.166016,0.507812,-1,0
855985,-2.53432,0.860866,5.46099,0.793766,211,10,47.5131,0.216797,0.294922,-1,1
970577,-3.82975,0.312624,7.20171,-0.143786,211,11,85.1954,0.123047,0.102051,-1,1
1061988,-3.20238,0.454052,5.59202,0.291555,321,11,70.9182,0.167969,0.738281,-1,1
1123018,-2.96463,0.385724,3.74906,0.56496,211,10,71.749,0.306641,0.746094,-1,1
1164147,-3.26126,0.344984,4.50562,-3.11636,321,11,29.0416,0.110352,1.03125,-1,1
1176358,-3.1445,0.389058,4.52304,1.65746,211,12,41.3348,0.194336,1.19531,-1,1
1191166,-2.70311,1.1463,8.59328,-2.05901,211,11,51.5108,0.194336,1.07812,-1,1
1221844,-3.56449,0.175327,3.09888,2.85622,211,12,50.9474,0.12793,1.77344,-1,0
1261664,-2.78001,0.62439,5.0517,3.02836,211,10,172.896,0.155273,0.492188,-1,1
23700,-2.99681,0.197264,1.97971,-2.50648,211,10,51.4567,0.287109,4.78125,-1,0
41725,-3.16865,0.304083,3.62125,-1.55178,211,10,86.6926,0.574219,1.5,-1,1
69103,-2.49553,0.30388,1.85527,-1.09362,321,10,39.3743,0.326172,12.0625,-1,1
143451,-2.42531,0.391176,2.22856,0.901931,321,10,126.278,0.378906,11.4375,-1,1
226953,-2.68678,0.773268,5.70378,-3.1149,321,10,246.071,0.109375,0.324219,-1,1
245129,-3.52915,0.284129,4.84784,2.42462,321,9,28.8904,0.160156,2.25,-1,1
344933,-2.8647,0.385397,3.39165,2.52616,211,9,34.1747,0.165039,0.972656,-1,1
426403,-3.00198,0.402595,4.06119,-3.129,321,11,74.5464,0.118652,0.585938,-1,1
517473,-3.3213,0.479681,6.65136,-2.25519,211,10,38.1411,0.0893555,0.914062,-1,0
528135,-2.97261,0.386269,3.78429,1.11745,321,10,65.192,0.189453,1.20312,-1,1
544549,-3.29679,0.3649,4.93761,2.52971,211,10,14.9551,0.117188,0.233398,-1,1
553968,-4.43726,0.0871935,3.6863,-0.491237,211,10,60.5944,0.0673828,1.07812,-1,1
557228,-2.75463,0.379646,2.9952,-1.15522,321,11,117.709,0.172852,1.17969,-1,1
767037,-3.53795,0.323334,5.56545,-1.9909,211,11,170.628,0.117676,1.04688,-1,1
791057,-3.34567,0.192662,2.73722,-0.303991,321,11,45.3173,0.121094,1.3125,-1,1
807210,-3.41106,0.221262,3.35546,0.0135758,211,12,68.8119,0.15918,0.851562,-1,0
907598,-2.73296,0.351981,2.71787,3.1023,211,10,43.2144,0.388672,1.63281,-1,1
976135,-2.5975,0.524456,3.54129,-3.04538,211,10,179.052,0.108887,2.46875,-1,1
1152201,-4.05685,0.79234,22.9022,-0.0800476,421,10,65.3226,0.107422,1.41406,-1,1
1205265,-3.48772,0.17226,2.82005,-0.0138019,211,10,33.6135,0.230469,0.664062,-1,0
3777,-2.72167,0.404943,3.09203,0.409836,211,10,91.6454,0.285156,0.441406,-1,1
19757,-2.59833,0.560443,3.7874,-2.58217,211,10,35.5505,0.431641,1.16406,-1,1
19754,-2.42222,0.422312,2.39864,2.73631,211,10,46.0851,0.238281,7.46875,-1,1
72222,-3.25177,0.581447,7.52241,0.269564,321,9,130.091,0.135742,2.10938,-1,1
145508,-2.79317,0.456226,3.73968,2.99614,321,11,147.921,0.347656,2.98438,-1,1
253071,-3.3855,0.508599,7.5188,-2.35061,221,9,187.406,0.335938,0.996094,-1,1
255023,-3.47496,0.319725,5.16797,1.67787,211,10,63.3635,0.151367,1.86719,-1,1
262042,-3.3012,0.416472,5.66029,-0.695012,211,10,61.4871,0.148438,0.164062,-1,1
262649,-3.91956,0.282853,7.12764,-1.25423,211,12,46.5255,0.0927734,1.28906,-1,1
263229,-3.43071,0.279324,4.31987,-1.96588,211,10,84.6869,0.451172,1.42969,-1,1
287164,-3.75502,0.219742,4.69795,0.858074,211,11,66.4727,0.154297,0.609375,-1,0
333429,-3.0142,0.341106,3.48302,0.399586,411,10,76.5522,0.0913086,1.59375,-1,1
470195,-2.98807,0.987345,9.82293,2.16509,321,10,47.694,0.149414,0.224609,-1,1
651419,-4.19131,0.100807,3.3329,-2.53477,211,10,62.2791,0.224609,1.75781,-1,0
657397,-3.84166,0.178818,4.1686,2.83815,321,11,98.6072,0.101074,1.96094,-1,1
719493,-3.32386,0.624438,8.68077,-2.08067,211,11,180.792,0.134766,1.02344,-1,1
723203,-3.58201,0.439061,7.89729,0.318081,511,9,17.7307,0.273438,0.170898,-1,1
809654,-3.80785,0.160842,3.62503,-0.928384,321,12,35.7812,0.211914,1.3125,-1,1
858546,-2.9913,0.359519,3.58832,0.533089,211,10,32.7826,0.231445,1.07812,-1,1
903063,-2.92896,0.307046,2.88036,-0.398377,321,10,8.02371,0.330078,0.566406,-1,1
957595,-3.37416,0.532397,7.78207,-0.981049,211,10,26.438,0.269531,0.244141,-1,1
984956,-2.82867,0.679158,5.76672,-2.91008,211,9,65.6829,1.41406,0.859375,-1,1
1129393,-3.48945,0.388357,6.36874,-0.372486,211,10,60.2296,0.275391,1.61719,-1,1
275144,-3.25937,0.171913,2.24101,-0.730074,211,9,36.8506,0.277344,0.988281,-1,0
332540,-2.97052,0.427825,4.18269,-2.46619,211,10,6.06512,0.886719,2.04688,-1,1
384116,-2.98117,0.247822,2.44868,-2.31421,321,10,73.4822,0.154297,2.23438,-1,1
479252,-3.4999,0.578204,9.58155,2.63356,221,9,26.6826,0.139648,1.59375,-1,1
657241,-4.20323,0.0595695,1.9931,3.12839,211,11,30.3325,0.231445,12.9375,-1,0
670616,-2.63425,0.813021,5.69303,-0.643956,211,12,304.402,0.257812,1.13281,-1,1
704962,-2.81843,0.516454,4.34088,-2.44271,321,10,152.544,0.185547,2.53125,-1,1
722032,-2.71781,0.378838,2.88165,2.78604,211,11,93.332,0.1875,0.367188,-1,1
738607,-3.06472,0.293599,3.15255,0.96534,211,10,43.2064,0.0722656,3.04688,-1,1
740609,-3.97713,0.240235,6.41215,-2.43265,211,10,52.1407,0.0913086,1.03125,-1,0
755981,-2.15435,0.53581,2.34104,-2.00862,211,9,116.593,0.289062,2.28125,-1,0
831333,-2.76393,0.599795,4.77591,2.18255,211,10,41.9429,0.194336,1.69531,-1,1
887928,-3.95803,2.83509,74.2415,-2.6689,4122,13,34.4795,0.081543,0.769531,-1,1
923045,-2.65774,0.253215,1.8148,1.96352,211,10,24.3249,0.267578,5.15625,-1,1
955113,-2.50706,0.329472,2.03454,2.00345,211,10,35.2096,0.109863,1.92188,-1,1
975460,-3.5838,0.717841,12.9348,-2.7778,421,10,50.2719,0.136719,0.722656,-1,1
986675,-2.90665,1.6768,15.3847,-1.58158,321,10,87.2225,0.0776367,0.269531,-1,1
1084594,-2.60906,0.316049,2.1586,-1.97586,321,9,110.181,0.566406,3.875,-1,1
1164113,-2.57033,0.360976,2.37282,0.281235,211,11,65.9257,0.322266,1.51562,-1,0
1219618,-2.92128,0.380811,3.54515,2.52306,321,9,80.8461,0.0712891,0.882812,-1,1
1238714,-2.84634,0.301776,2.60773,0.786082,211,10,46.5356,0.3125,4.03125,-1,1
1240583,-3.52032,0.983551,16.6342,0.666499,321,10,106.027,0.285156,0.511719,-1,1
1263834,-2.53914,1.13644,7.24347,1.85302,511,10,57.2975,0.238281,1.73438,-1,1
1294096,-3.03458,0.309787,3.22803,0.451052,211,11,23.3046,0.251953,2.9375,-1,1
1336458,-3.2039,0.267171,3.29544,-2.79504,211,11,58.9824,0.328125,0.476562,-1,0
1355407,-3.32126,1.01796,14.1147,-1.1134,211,10,19.8762,0.0388184,0.679688,-1,1
1451381,-3.46589,0.347767,5.57056,-1.21746,211,10,104.172,0.373047,0.851562,-1,0
1535321,-3.58084,0.138895,2.49536,-0.429022,211,11,48.6976,0.933594,0.636719,-1,0
1535123,-3.21993,3.96084,49.6417,-2.4792,431,11,37.2161,0.109375,0.636719,-1,1
1649045,-2.48251,0.667645,4.02415,-2.53028,211,10,30.5562,0.133789,0.933594,-1,1
1690112,-4.18894,0.346913,11.4425,3.08184,211,10,51.082,0.103516,0.308594,-1,0
229578,-3.20884,0.339382,4.20677,-0.184797,321,10,66.4452,1.42969,1.05469,-1,1
270060,-2.69574,0.322367,2.39906,-1.84014,211,10,21.8737,0.300781,2.03125,-1,1
273110,-2.76401,0.397438,3.16487,-2.93676,211,11,149.526,0.285156,0.769531,-1,0
293112,-3.54561,0.250919,4.35213,-1.02182,321,11,81.697,0.378906,0.223633,-1,1
393142,-3.45802,0.498054,7.91548,1.25711,321,10,33.2571,0.0771484,0.796875,-1,1
462201,-2.536,0.631222,4.01084,0.337025,321,10,121.929,0.034668,2.54688,-1,1
513229,-3.44601,0.566059,8.88909,-0.36527,321,11,91.8331,0.271484,0.126953,-1,1
586370,-2.6374,0.670157,4.70731,1.64999,211,10,221.641,0.151367,0.675781,-1,1
612528,-3.58397,0.608211,10.9612,-0.249021,321,10,43.8578,0.0551758,0.582031,-1,1
626367,-2.8041,0.286093,2.37068,-0.274282,211,10,52.5977,0.111816,7.875,-1,0
657289,-3.49025,0.290579,4.76907,-3.03793,211,10,33.5928,0.240234,1.48438,-1,1
851864,-3.69996,0.397361,8.04066,0.0745628,411,10,95.3846,0.241211,0.648438,-1,1
886803,-4.02178,0.538133,15.0188,1.97236,211,10,265.981,0.34375,0.820312,-1,1
969999,-3.65697,1.07535,20.8453,-1.48675,211,10,27.8225,0.996094,0.15332,-1,1
1124217,-3.69662,0.181528,3.66104,2.97489,211,10,32.2935,0.242188,1.55469,-1,1
1128620,-2.67003,0.57107,4.143,-0.597125,211,11,142.473,0.158203,1.13281,-1,1
1224341,-2.06986,0.404104,1.6265,-1.04189,321,11,119.305,0.15332,5.5,-1,1
1223710,-3.11529,1.4846,16.7643,-1.01046,511,11,51.8271,0.0581055,0.898438,-1,1
22521,-2.89745,0.540334,4.91247,-0.00256529,321,10,162.146,0.306641,0.123047,-1,1
41537,-2.6855,0.42935,3.16297,3.06626,211,10,124.662,0.269531,3.96875,-1,1
96722,-2.92961,0.49095,4.6085,0.253611,211,10,14.5853,0.235352,0.359375,-1,1
123516,-3.00447,0.332036,3.35774,2.52093,211,9,36.539,0.185547,2.15625,-1,0
168005,-2.37396,0.803531,4.3523,-1.47597,211,10,114.856,0.21875,1.17188,-1,1
227706,-3.91313,0.924292,23.1421,0.0984164,411,10,86.2341,0.105469,0.365234,-1,1
261907,-3.66432,0.553028,10.7993,-2.70644,211,10,25.4695,0.202148,0.992188,-1,0
298061,-3.52516,0.171137,2.90836,-2.90953,211,10,81.3556,0.166992,0.0771484,-1,1
328539,-2.92805,0.44721,4.19141,2.32811,211,10,49.7676,0.289062,2.20312,-1,1
437892,-2.87661,0.351226,3.12774,-1.21194,211,10,47.4261,0.519531,1.49219,-1,1
457485,-2.82365,0.861862,7.2817,-0.498503,211,10,214.24,0.0844727,0.738281,-1,1
534353,-3.31685,0.381343,5.26438,0.821923,211,10,46.642,0.116211,0.241211,-1,1
626765,-3.25366,0.57894,7.50408,0.215351,321,10,34.4176,0.129883,0.695312,-1,1
752764,-2.70756,0.775684,5.84068,-2.59642,211,9,303.434,0.117188,0.84375,-1,1
754904,-3.20385,0.420016,5.18041,-2.14638,211,10,33.0007,0.0996094,2.5625,-1,1
816229,-3.77658,0.195925,4.27992,-2.04157,211,13,12.2666,0.292969,0.464844,-1,1
818438,-2.51736,1.15796,7.22367,2.45186,211,11,59.8558,0.137695,0.808594,-1,1
889485,-3.26545,0.296532,3.88904,0.506335,211,11,46.1793,0.125,1.85156,-1,1
948874,-2.58013,0.387402,2.5713,2.62194,211,10,141.393,0.412109,2.5,-1,0
950232,-2.65929,0.329817,2.36744,2.39143,211,9,110.94,0.164062,1.8125,-1,1
973625,-2.97721,0.614001,6.04297,1.70682,321,11,106.84,0.421875,0.182617,-1,1
1160584,-2.94056,0.23462,2.22646,-0.927494,211,11,85.9423,0.347656,1.30469,-1,0
1228615,-3.88926,0.128886,3.15096,-3.03322,211,11,7.56087,0.355469,2.70312,-1,1
199087,-3.76877,0.410709,8.90207,-2.924,211,10,46.295,0.133789,0.151367,-1,1
453596,-2.4996,0.704688,4.31963,-2.31181,411,10,88.066,0.0795898,0.337891,-1,1
610389,-2.86897,0.43321,3.82861,0.259192,321,10,153.266,0.15332,0.933594,-1,1
1012015,-3.31046,0.451201,6.1892,-2.81655,321,10,84.0372,0.0952148,0.71875,-1,1
1061498,-2.76771,0.601645,4.80865,0.0904016,321,11,61.1239,0.0742188,1.4375,-1,1
1112253,-2.91222,0.198623,1.83249,-0.711294,211,8,80.0582,0.339844,4.09375,-1,1
1238706,-3.04182,0.398018,4.1774,1.04074,321,10,17.7102,0.337891,0.488281,-1,1
1335172,-3.13681,0.681191,7.85878,-0.429594,211,10,19.2247,0.0708008,0.357422,-1,0
1336781,-3.63779,0.157599,2.99707,-1.94093,211,11,46.4459,0.248047,1.61719,-1,1
1381187,-3.43639,0.318755,4.95774,-3.03824,321,10,10.4546,0.0942383,0.345703,-1,1
1517865,-4.08484,0.355556,10.5687,3.01624,421,9,91.0914,0.157227,0.263672,-1,1
1568824,-2.8872,0.230917,2.0781,-0.678977,211,10,24.6135,0.245117,7.875,-1,1
1583730,-3.34026,0.262413,3.70812,-0.184584,211,10,34.6747,0.11377,1.98438,-1,1
1597865,-3.14683,0.556144,6.48053,-1.98009,211,10,27.8659,0.150391,1.23438,-1,1
1613112,-3.85129,0.203316,4.78554,0.0497593,321,9,101.976,0.155273,0.835938,-1,1
130292,-3.10754,0.342704,3.84013,1.25444,321,10,63.267,0.104492,0.722656,-1,1
